date,inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,total_inflows,outflows_1,outflows_2,outflows_3,outflows_4,outflows_5,total_outflows
1/26/2018,2412519.61,4660938.93,5831532.62,244317.74,0,0,$2369574.06,$5121159.87,1853058.34,974172,0,0,0,-6453273.71,$-8377929.98,218273
1/27/2018,$2438923.0,5981874.48,3124654.26,4892638.0,0,4324572.9,0,5846971.55,9547338.0,144940,0,-6954613.0,0,-7181378.0,-2726855.0,-16862846.0
1/28/2018,5426154.0,8385946.0,3703734.26,9875324.0,3536359.0,544441.34,8551699.0,7028655.0,5765113.0,52817425.6,-8659212.0,0,-8314301.0,0,-6079279.0,-23052792.0
1/29/2018,0,0,9715797.0,2216320.72,2389045.0,1443417.0,5836257.99,0,0,21600837.71,0,-4207484.0,-848131.0,0,-7518940.1,-12574555.1
1/30/2018,0,6178058.0,363776.44,2813381.13,0,$1126548.39,0,0,0,58841,-7786802.0,-8270060.0,0,0,0,-16056862.0
1/31/2018,9368551.0,0,3337153.74,0,8794850.0,7163374.0,4674845.31,0,9660250.0,42999024.05,-9039878.0,-4276857.0,0,0,0,-13316735.0
2/1/2018,8801586.0,0,6608714.71,3080246.0,341832.82,6976902.0,6871351.3,0,8828555.0,41509187.83,0,-368459.0,$-5614461.33,0,-2546812.97,616790
2/2/2018,7780226.0,2886422.0,9542496.0,367523.01,9899135.0,2135331.29,5625274.0,0,2236790.22,40473197.52,0,-8555067.0,-3212812.32,-4916773.0,-4342858.26,-21027510.58
2/3/2018,5677530.45,5622566.0,0,6083643.0,4388352.1,0,7908404.0,6161167.46,3398734.86,39240397.87,-3629208.19,-3664274.73,0,-1004496.0,0,-8297978.92
2/4/2018,1573297.0,0,0,2572088.89,0,0,5282612.0,7231640.51,9891772.0,26551410.4,-5662290.0,$-6797304.0,-551688.0,0,-828252.0,984196
2/5/2018,0,0,5455654.0,1754801.19,0,$8073744.34,1687529.59,3565839.0,4656989.0,511142,-3466445.0,0,-3316615.0,-9948598.0,-5173637.0,-21905295.0
2/6/2018,8336861.0,0,4860976.44,681763.99,8548223.0,0,0,6003656.0,5673670.13,34105150.56,-8480779.0,-9270640.0,-8458594.0,-5132020.05,-2967469.0,-34309502.05
2/7/2018,7821579.28,1678594.02,6115413.0,3354720.31,1315843.67,7974301.0,8534358.0,335035.16,0,37129844.44,-2878020.51,0,0,0,-6469120.5,-9347141.01
2/8/2018,3136929.49,2037219.57,1575862.33,0,2671168.72,3178322.0,0,7596432.02,0,20196714.13,-7032481.0,-172240.0,-2522126.56,0,0,-9726067.56
2/9/2018,3917677.0,5541959.55,0,0,8237652.0,6900014.66,0,6190962.0,0,30788265.21,0,-7435644.0,-3999360.0,-2456048.02,-8319511.0,-22210563.02
2/10/2018,1394411.83,6949413.0,7929089.96,3889407.0,0,$2389869.91,0,0,2455586.14,214382,-8984709.0,-8139011.0,-3325199.21,-9697290.0,-555736.0,-30701945.21
2/11/2018,0,9185635.0,2529813.96,0,7586440.0,2228073.0,5092298.31,0,5963537.0,32585797.27,-6651502.41,-1566712.0,-7459567.0,-3928180.0,-6397900.0,-26003861.41
2/12/2018,0,7788007.89,7061683.95,0,0,0,8800663.0,0,0,23650354.84,0,-6662715.0,0,-3020657.0,0,-9683372.0
2/13/2018,9389945.0,391265.26,0,0,5362029.0,2299651.32,1246277.52,0,0,18689168.1,0,0,-4740575.95,0,-3054766.0,-7795341.95
2/14/2018,8550518.0,0,9216591.0,1711357.02,0,0,2382215.0,0,723760.24,22584646.26,0,0,0,-8402630.0,0,-8402425.0
2/15/2018,$8257113.07,0,0,8674013.0,1213529.27,1909715.63,6204482.65,2152728.58,0,803322,0,-5705656.0,-7612019.0,-9632275.0,0,-22949134.0
2/16/2018,2138770.96,8522438.0,2370527.0,6702150.0,5667976.0,2016982.23,0,7902737.0,4646675.65,39968256.84,0,-9794478.0,$-385619.0,-6906531.25,-5370564.0,840402
2/17/2018,0,8267989.0,0,8878572.0,7839917.29,3517250.68,6485475.65,43580.21,3290358.51,38323143.34,-9687448.0,-8352440.0,-2635892.0,-2209648.21,-745916.0,-23631344.21
2/18/2018,57266.65,7857920.0,835305.59,8402996.0,0,9558269.0,1301204.42,0,0,28012961.66,-30829.0,-4134691.0,-9780983.0,-1538156.0,0,-15484659.0
2/19/2018,6906651.18,7506039.91,364561.32,0,7574652.0,2317441.51,3751514.59,5831565.0,0,34252425.51,0,0,-7320441.37,-4373741.0,-7176605.0,-18870787.37
2/20/2018,$3327229.24,1182200.9,0,5671986.77,0,2794925.43,0,5942938.0,7234440.42,599773,-1360789.0,0,-5132809.0,-3556051.43,-2640637.5,-12690286.93
2/21/2018,0,1202106.74,3046175.82,0,6382379.0,0,0,0,0,10630661.56,-2173272.0,0,-7345489.0,-3038159.63,-5690970.0,-18247890.63
2/22/2018,0,8295691.94,0,0,4863679.0,8923995.0,0,9595079.0,0,31678444.94,-3009705.52,-9150000.0,0,-435981.0,0,-12595686.52
2/23/2018,594035.88,0,0,9825963.0,1549224.94,4915723.42,0,0,0,16884947.24,0,-662457.0,-1525291.0,-6817310.0,0,-9005058.0
2/24/2018,4964291.0,8832257.0,7278411.0,0,0,2284700.96,0,6117345.44,5447348.0,34924353.4,0,0,0,-1483598.0,-4909701.0,-6393299.0
2/25/2018,5512902.81,5935809.99,926413.08,7263143.63,0,1853930.44,0,3959503.43,0,25451703.38,-7124547.0,-2323535.0,-9446916.0,-5966736.92,$-909258.0,531330
2/26/2018,8611149.0,2792860.55,2497156.09,0,0,0,8332858.0,3103231.22,9227550.0,34564804.86,-3402089.6,-5048256.0,-1433882.0,-9019608.0,-545270.0,-19449105.6
2/27/2018,0,0,3628228.66,8762369.0,0,0,7855493.0,1971492.11,7595087.0,29812669.77,0,0,0,0,-1965168.0,-1965168.0
2/28/2018,0,8022381.0,467484.18,0,0,8988071.0,8046829.64,$6557617.8,0,705212,-452217.0,-9828557.0,0,-4183973.0,0,-14464747.0
3/1/2018,0,9704454.0,0,3138769.12,8010126.0,3511263.85,0,112445.73,5509211.03,29986269.73,-6591090.0,-9686445.0,-2869904.53,-4178107.0,-7377460.0,-30703006.53
3/2/2018,0,1901629.6,5450868.18,2170309.28,5815801.0,0,6526196.89,5498023.1,6778108.0,34140936.05,0,0,-3339994.0,-9211449.0,-5942518.0,-18493961.0
3/3/2018,0,6626308.66,0,0,0,0,6706614.71,1167558.77,0,14500482.14,-9935074.0,-7576426.0,-2438759.01,0,0,-19950259.01
3/4/2018,0,8217692.0,4671255.57,2313371.14,0,8760349.0,6316213.0,0,3850371.45,34129252.16,0,-3776962.0,$-3752495.87,-6788727.0,-6596039.0,959035
3/5/2018,4295605.0,9188090.0,6474746.0,9407618.0,0,6863127.92,0,0,1004616.59,37233803.51,-5444858.0,-568476.0,0,0,-2508076.71,-8521410.71
3/6/2018,993128.0,5961930.37,2908504.21,6778865.0,0,2879799.84,8643942.0,5628633.0,5371922.0,39166724.42,0,0,-5321839.85,-5746000.0,-3717531.86,-14785371.71
3/7/2018,6963734.0,0,3504941.13,7871204.2,5338172.0,5845359.0,$4121898.64,0,0,877584,0,0,-2619234.0,-3121972.0,0,-5741206.0
3/8/2018,7738996.84,0,398839.57,8104569.49,0,0,7579329.84,0,3913595.94,27735781.68,-9013035.0,0,-916600.0,0,0,-9929185.0
3/9/2018,9544117.0,0,0,6811730.99,0,$1253556.12,4464728.0,6532971.0,8465824.0,705145,-3181584.29,0,0,$-1897761.16,-4896794.0,733308
3/10/2018,7904774.0,5578615.0,0,693923.96,0,4378638.58,2005804.18,8147488.65,0,28709244.37,-2839533.87,$-5055656.6,0,-3617822.0,-9168298.0,58624
3/11/2018,0,2441144.19,9264351.0,0,120737.94,7326786.0,0,3698545.17,8549498.0,31401062.3,-3631606.39,0,0,0,-973193.0,-4604799.39
3/12/2018,4863326.79,9646509.0,1611702.31,2804319.87,9925600.0,4758444.25,0,8720777.0,$1180307.97,705014,-9322090.0,0,-8854810.0,0,-6671158.0,-24848058.0
3/13/2018,7365553.8,$3463921.38,1786480.57,4603693.23,5453551.92,0,7965908.5,4739136.0,724950.04,633370,-9463461.0,-3302186.07,-759712.0,-8894744.0,-7662191.67,-30082294.74
3/14/2018,3269984.0,1241152.0,0,2566727.06,5497336.92,4863710.0,8350872.0,6191005.87,9629493.0,41610280.85,-116864.0,0,0,-4535385.03,-8486474.0,-13138723.03
3/15/2018,0,4636564.64,4803277.9,7011181.39,1702167.68,6798008.0,1471980.58,0,7326341.0,33749521.19,$-2947345.84,-8494189.0,0,-4185735.0,-3371075.43,430077
3/16/2018,7244887.0,78962.78,0,446481.91,6948566.81,0,1735913.33,0,4458902.98,20913714.81,-5695226.0,-317368.0,0,-8731268.0,0,-14743862.0
3/17/2018,3232808.67,4462821.51,6222596.0,233196.09,4820370.04,5000447.67,0,370849.7,0,24343840.68,0,-5019554.93,-8136197.05,0,0,-13155000.98
3/18/2018,0,978264.29,9319429.0,7594247.0,8599870.0,0,9012366.0,6565920.99,3041685.61,45111782.89,0,-2742218.0,-7828974.0,-6058665.0,0,-16629857.0
3/19/2018,4737730.0,0,0,9836532.0,7042242.68,1971251.52,830866.91,0,0,24418623.11,-3912889.07,0,-2546898.05,-4355006.96,0,-10814794.08
3/20/2018,$8417328.0,2519355.75,0,5751402.0,9637710.0,0,0,3312374.87,0,586419,-8309967.44,0,-7215137.0,-6504611.0,0,-22029715.44
3/21/2018,0,0,$5476012.37,0,5636178.0,7103571.0,9768336.0,0,1674077.73,290349,0,0,-8235939.0,0,-6986440.0,-15221379.0
3/22/2018,9503689.0,9342392.0,321267.31,0,2312688.25,1411820.68,0,8429319.0,9186102.0,40507278.24,$-9868660.0,-2823808.59,-9026899.0,-3606524.21,-6219227.0,449778
3/23/2018,2211081.25,9439107.0,1175166.8,6629507.82,4937139.0,1118902.85,9645057.0,8152091.0,4736156.62,48044209.34,0,-2970743.54,-4815663.0,0,-5689096.0,-13475502.54
3/24/2018,$3552882.65,3340710.68,0,9128201.0,8011778.22,0,$6738052.84,5769130.0,0,797324,0,-6708423.17,-8179864.0,0,0,-14888287.17
3/25/2018,0,8981835.0,1651207.71,3207033.0,0,9943969.0,293441.31,1907753.2,1277146.06,27262385.28,0,-1444087.0,0,-1524909.0,-6518731.0,-9487727.0
3/26/2018,1409751.37,556415.0,9485929.0,6778668.0,4930829.59,864343.31,3497736.76,9006394.0,5153744.0,41683811.03,-984492.0,-1102590.0,0,-1370781.0,-9741427.0,-13199290.0
3/27/2018,4037601.9,6539243.0,0,7402687.39,0,0,8928835.0,0,0,26908367.29,-2361363.0,-9676902.0,-4764671.38,-1670844.47,0,-18473780.85
3/28/2018,3397934.29,7792129.08,8373067.0,5925804.0,0,0,6854488.0,754212.85,7900803.89,40998439.11,-8174781.0,0,-2572972.0,-4395626.0,-6594871.0,-21738250.0
3/29/2018,1092257.83,9133998.0,0,9170632.0,8054415.59,0,4628131.0,4385697.0,0,36465131.42,-8712063.0,0,-5136154.0,0,-4404321.0,-18252538.0
3/30/2018,1453810.0,1351626.08,4240360.36,8494311.0,8426109.0,3330530.45,232172.48,5866780.24,7765186.0,41160885.61,$-3843319.1,0,-6686819.8,-9034617.0,0,224472
3/31/2018,9730588.0,0,1593170.88,5400565.76,7015898.0,0,1569956.21,0,3218506.0,28528684.85,-8941540.0,-960246.0,0,-6158660.0,0,-16060446.0
4/1/2018,3105968.89,2933600.55,0,5034780.0,4049416.2,5305931.0,5968228.0,0,0,26397924.64,-5174380.0,-320684.0,-1045943.0,-6842247.75,-5869197.0,-19252451.75
4/2/2018,$2111607.0,6499677.0,31950.24,6263010.66,2364266.54,4700463.0,8702182.0,0,8966643.0,272707,-6180903.0,-9041706.0,$-2361248.0,0,0,278575
4/3/2018,5739096.6,9032400.0,195712.56,0,0,7602596.3,$2408707.43,0,3649479.11,90874,0,-374155.0,0,-9496632.0,-2897931.0,-12768718.0
4/4/2018,7612079.61,9797765.0,$5733939.71,3473546.8,0,5688349.03,4165607.51,2701719.85,3792975.35,898776,$-5365597.47,0,-7739647.92,-1365760.0,-8400616.0,917490
4/5/2018,3475607.05,0,5563648.0,0,1685583.0,2250157.66,0,6613642.0,9392536.0,28981173.71,0,-1948962.0,-6056983.0,-313230.0,-3469651.72,-11788826.72
4/6/2018,7773030.17,8196341.04,0,9471941.0,0,6226248.75,0,$2799882.03,0,118348,-3745391.88,0,0,-4438055.0,-4801593.62,-12985040.5
4/7/2018,5645353.65,2669907.89,0,9601482.0,5509705.9,2535990.17,2556494.0,4333124.0,0,32852057.61,-9848627.0,-88116.0,0,0,-851051.0,-10787794.0
4/8/2018,0,3693629.69,6378774.0,9024386.0,8300603.27,9314226.0,3850177.61,0,0,40561796.57,-5347441.0,-1845547.0,0,-3205727.0,-4315914.84,-14714629.84
4/9/2018,4943771.0,0,9350869.0,0,2768710.0,0,4947081.92,0,1627065.93,23637497.85,0,-4010024.0,-5828831.0,-4041097.0,-8792286.0,-22672238.0
4/10/2018,8018740.0,6120721.0,0,3406614.21,8251264.0,4933236.0,0,2470466.01,0,33201041.22,0,-9988978.0,-8710229.0,-9937580.0,-1668125.63,-30304912.63
4/11/2018,8667994.0,7521106.0,0,1460352.04,0,6372406.0,7753476.35,5001874.81,0,36777209.2,-7770051.0,-6431824.0,-8258986.0,0,-7593998.9,-30054859.9
4/12/2018,$4660419.7,0,4910728.0,0,0,8438520.0,5879028.0,9238150.0,8599910.0,529843,-4798645.0,-4620179.77,-1280070.0,-1012291.0,-1443803.0,-13154988.77
4/13/2018,4658713.29,0,2178330.09,0,0,7212849.0,4331962.0,2688217.4,9871523.0,30941594.78,-8983964.0,0,-136697.0,0,-8205167.7,-17325828.7
4/14/2018,3346649.32,1038049.2,6404484.2,0,3485314.48,738514.8,5517051.0,7362922.0,2877088.1,30770073.1,-2776894.0,-4510394.5,-3051224.0,-7927590.0,0,-18266102.5
4/15/2018,0,0,3243872.57,4235493.0,9406058.0,4055561.01,9994498.0,$4807669.96,5115092.0,448534,0,-3537836.51,-4903926.0,0,-7812665.0,-16254427.51
4/16/2018,9667439.0,5471368.84,7966258.55,6447446.75,4986998.0,4079137.23,3533429.0,0,4551575.0,46703652.37,-4450682.0,-9899883.0,0,-7173410.0,-6542371.0,-28066346.0
4/17/2018,2704599.0,0,0,5021833.08,1696412.45,5602141.0,0,3385010.97,0,18410905.5,-4577765.0,-9043647.0,0,-3929526.0,$-1826698.0,78366
4/18/2018,5803851.0,0,8820225.0,4270863.69,2416002.86,0,$267451.49,4305860.55,$4260519.0,550864,-8553130.0,-217402.0,-435696.0,0,$-183422.0,451980
4/19/2018,0,0,0,7701369.0,3636202.99,6263427.54,3561096.06,7316140.0,5851296.0,34329531.59,-2506705.0,0,-1811402.78,-9519217.0,-4358718.05,-18196042.83
4/20/2018,0,2329725.69,0,3353448.0,0,$8074703.0,6707437.0,0,6343159.53,831557,0,$-649321.0,0,-5401333.69,-2350003.0,666374
4/21/2018,5743714.0,37719.01,0,0,0,0,5082003.51,0,9851924.0,20715360.52,0,-6608412.0,0,-7060609.0,-2759432.0,-16428453.0
4/22/2018,4287211.22,3473955.53,461018.23,0,0,8779879.0,3072723.13,7499561.0,6509194.0,34083542.11,-8829099.0,-5723168.01,0,-787759.0,-4461657.0,-19801683.01
4/23/2018,0,4383661.0,3612799.95,4965545.0,0,$2508039.38,7322531.0,9029834.0,9222109.0,935897,-4175890.82,-8565592.0,-9418151.0,0,-8513365.0,-30672998.82
4/24/2018,6452622.0,4383223.14,5769263.59,114771.49,6328526.49,271290.33,0,0,9301891.0,32621588.04,-8628668.0,0,-6873121.0,0,0,-15501789.0
4/25/2018,9055598.0,0,0,5638060.15,0,4166298.0,0,0,6292420.0,25152376.15,-8293063.0,-4110175.0,0,-8900972.0,-3110259.95,-24414469.95
4/26/2018,2344006.0,8647800.0,7806492.73,0,0,6723220.72,3467265.36,1740347.63,0,30729132.44,-9300073.0,-2175528.0,0,-8162689.0,-2837827.94,-22476117.94
4/27/2018,9138853.0,6179948.87,8205472.0,5875880.0,0,2127686.74,1653682.23,0,7734850.87,40916373.71,0,0,-2219500.41,-7671747.0,0,-9891247.41
4/28/2018,0,5423324.63,0,0,0,2574203.01,6215308.39,2870626.98,0,17083481.01,-8612059.0,-2636718.0,0,$-6429458.0,$-3069140.0,748851
4/29/2018,9514172.0,0,4486071.0,0,433992.48,5453503.0,0,957830.74,2280723.64,23126292.86,0,0,-3475002.0,0,-9892046.0,-13367048.0
4/30/2018,9449905.0,0,0,0,2102701.35,1102328.64,7051797.85,$1784864.01,642544.17,761064,0,-3115468.0,-7757481.0,0,0,-10872949.0
5/1/2018,9876925.0,9618022.0,2256795.0,9996591.0,0,0,6811385.0,5187351.4,0,43747069.4,-5951212.0,-2380421.61,-2416917.08,-7125143.0,-5346573.29,-23220266.98
5/2/2018,5264970.64,0,0,$5379676.0,4384917.67,0,8032026.28,3750804.0,8925140.0,940455,-8536725.0,0,0,-539102.0,0,-9075827.0
5/3/2018,0,7201083.99,0,952626.39,7458819.0,4603076.0,0,3853025.0,0,24068630.38,-4849021.0,-6120091.0,-50431.0,-6086510.0,$-781600.0,876985
5/4/2018,0,0,8076279.11,8339845.0,7747369.5,1963247.89,3976445.8,4761872.0,4936687.34,39801746.64,-5413864.81,-99442.0,-7764149.54,-2878636.0,-7449100.05,-23605192.4
5/5/2018,5800099.0,8983545.0,0,1588959.3,5758427.63,1374574.0,6593435.0,6509603.0,387858.56,36996501.49,-1038706.0,-1474622.0,-8137616.55,0,-1866055.92,-12517000.47
5/6/2018,950384.99,0,6669843.0,0,3225961.0,0,93330.18,7756528.0,8146263.0,26842969.17,0,-6233570.0,-3942735.11,-2534453.0,-1532771.0,-14242870.11
5/7/2018,1170234.76,6773198.0,2397196.94,7137067.02,3480176.61,6567616.7,4210042.08,9776328.0,5860560.0,47372480.11,-7192218.0,0,-8547393.0,-2822552.0,-6618460.0,-25180563.0
5/8/2018,333151.65,0,8129477.0,7825028.0,9132832.0,0,8219376.7,436156.79,5350138.0,39426160.14,0,-7277083.0,0,-7865089.0,0,-15142172.0
5/9/2018,$717651.98,1087511.03,9331678.0,1614905.75,0,8868024.0,5431869.0,$4569563.0,8780402.0,187511,-6135621.0,0,-3193329.0,-550353.0,-3422387.24,-13301690.24
5/10/2018,7638390.0,3894168.14,8435645.0,873195.28,0,208058.0,8131656.82,0,8763992.0,37945105.24,-7403133.71,-4572457.0,0,$-5522232.16,0,506365
5/11/2018,4544367.0,5883560.0,254283.43,0,0,0,5104241.0,3035602.0,3941107.34,22763160.77,0,-578959.0,-6950345.0,-9692281.0,-5890649.0,-23112234.0
5/12/2018,9964717.0,0,1405460.31,7245123.0,0,0,4646177.0,0,3646594.0,26908071.31,-7358773.0,-9940335.0,0,-841609.0,-3631869.35,-21772586.35
5/13/2018,0,0,2910600.66,$8019200.49,0,0,5909257.33,5962975.0,6136419.79,426816,0,-7966969.89,-9269490.0,-3939338.56,0,-21175798.45
5/14/2018,6095150.0,3819513.65,5344836.45,0,0,8125533.37,4961802.0,0,0,28346835.47,-2062723.95,-2871988.0,-8244979.24,-4171330.0,-3687742.0,-21038763.19
5/15/2018,0,4886398.0,3915180.81,6155168.38,6577708.0,7874449.93,2964332.33,1009041.45,1577498.69,34959777.59,-3163945.29,-6825856.0,-4134204.0,0,-2688080.0,-16812085.29
5/16/2018,8056026.0,1458907.6,1129933.0,16728.99,7383724.63,0,5697566.22,3146095.0,988453.22,27877434.66,-261407.0,0,-535772.0,-4224553.22,-440222.0,-5461954.22
5/17/2018,0,4166743.0,5143828.0,0,1994425.54,0,5926840.56,0,7037584.42,24269421.52,0,-5351200.87,-7533558.0,-2066493.0,-7155032.02,-22106283.89
5/18/2018,6156195.0,9677752.0,0,2239585.87,1357446.9,3872845.96,0,2021158.37,8075049.12,33400033.22,0,-1026812.0,-9829130.0,-2123638.25,0,-12979580.25
5/19/2018,4244442.0,9218573.0,6412462.48,0,9426585.0,0,$4543665.0,3679514.25,$9045779.0,517683,0,-3152277.86,0,0,0,-3152277.86
5/20/2018,6693772.49,0,8936397.0,7906092.0,9770992.0,8773590.0,0,853215.92,0,42934059.41,$-2398427.62,-2690566.0,-5638620.25,-8271031.0,-5339377.14,204645
5/21/2018,6516989.56,3078256.01,0,7471815.0,820853.38,3432640.08,0,2975136.49,4419243.0,28714933.52,-549463.0,-9937231.0,0,0,-7834636.0,-18321330.0
5/22/2018,508987.45,1962992.16,428488.9,0,0,4809514.92,5157795.0,4540033.0,0,17407811.43,-7322121.68,-5511276.0,0,-2930163.0,-2316323.0,-18079883.68
5/23/2018,7926125.0,7552392.0,0,3274332.1,6717515.95,9958565.0,192944.6,$3581232.53,4894073.0,848256,0,-2103873.0,-8879340.0,0,0,-10983213.0
5/24/2018,8127705.94,2017923.91,0,9499495.0,7653614.17,9304192.0,9943602.0,9059452.0,3679179.06,59285164.08,0,$-6326791.16,0,$-3931940.44,0,267321
5/25/2018,7559700.38,5756140.0,0,769917.35,1800132.55,0,9247254.0,4559106.0,0,29692250.28,-569521.0,0,-8191891.0,0,-7927738.96,-16689150.96
5/26/2018,0,$8692629.0,8566642.0,6690205.0,5930598.0,2009575.58,0,0,0,191661,-5310759.23,-3167238.0,0,-2649696.26,-5835949.74,-16963643.23
5/27/2018,0,0,5566409.66,6047640.79,4033941.29,1926712.44,0,1353031.77,7092545.31,26020281.26,0,-5634924.42,-8880534.0,0,0,-14515458.42
5/28/2018,0,$2794877.18,5150588.8,3400322.0,4659845.0,5443710.76,7709306.0,8612487.0,0,513811,-308590.0,-3137302.98,-5379071.12,0,0,-8824964.1
5/29/2018,0,1156210.5,$1274624.57,0,0,1813574.0,785702.9,5553672.0,210428.52,785595,0,-9947833.0,0,-5671659.0,0,-15619492.0
5/30/2018,0,0,3820691.66,9429518.0,7750823.87,876698.54,3230052.26,$8509762.0,3830608.0,9997,-922984.0,0,0,-8219729.0,-264098.0,-9406811.0
5/31/2018,2356715.28,6062374.0,2558129.88,3686062.46,1943173.91,9567428.0,4495933.35,7878513.27,0,38548330.15,-452813.0,0,-2845677.21,-4276982.0,-8989589.0,-16565061.21
6/1/2018,2755902.29,6996541.01,837738.58,0,2706020.24,0,0,5374825.2,1592587.0,20263614.32,-8319699.05,$-4851375.97,0,-664173.0,-7395250.22,210649
6/2/2018,2148885.62,7093513.0,$7194962.74,0,840203.06,0,9878002.0,2810007.92,0,179906,0,-3606025.0,-95042.0,-9203533.0,-5419060.0,-18323660.0
6/3/2018,3257633.08,8874682.0,0,1408100.25,3114182.85,0,0,0,0,16654598.18,0,0,0,-3516611.0,-1522613.0,-5039224.0
6/4/2018,9232540.0,8259701.14,0,0,6971739.0,0,0,0,3951910.16,28416424.3,0,-4105504.0,-526237.0,-3191857.64,0,-7823064.64
6/5/2018,5268579.64,5404859.88,7112231.0,8651983.0,0,6105137.33,0,0,0,32542790.85,-9438251.0,0,-4054168.07,-831813.0,-5056394.0,-19380626.07
6/6/2018,9605156.0,0,7141809.25,0,9701031.0,2539921.34,5906517.4,0,704791.1,35599226.09,-9018593.0,-9935910.0,-4833911.59,-5316761.92,-5395867.0,-34501043.51
