date,inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,total_inflows,outflows_1,outflows_2,outflows_3,outflows_4,outflows_5,total_outflows
2/23/2018,6586675.0,9685840.0,3869675.13,3091222.22,4545098.28,9575998.0,8162138.0,5632168.0,3365139.08,54513953.71,-728385.0,-4233927.22,-8609855.0,-1929375.0,-5667492.88,-21169035.1
10/4/2018,9639965.0,3700847.26,1074957.66,501130.77,9696527.0,4859899.37,7375227.31,4703568.0,7079056.38,48631178.75,-6915942.0,-2331020.86,-295056.0,-6958497.86,-6315098.22,-22815614.94
1/21/2018,2527816.28,9742800.0,5782061.0,5738244.0,653669.0,7015188.0,8624406.0,9403758.0,4555673.0,54043615.28,-8486926.0,-7703550.0,-7117268.0,-3112898.0,-963273.0,-27383915.0
7/14/2018,3629453.21,6657902.46,1659210.61,9931000.0,619601.73,7006460.0,3587127.85,9760943.0,2650387.65,45502086.51,-3585615.48,-8459643.0,-2586137.21,-36495.0,-6955984.0,-21623874.69
2/26/2018,311822.76,3805842.0,6702272.86,9710785.0,6587192.36,4283279.57,2107037.17,2633587.0,9214199.0,45356017.72,-3188196.0,-2428187.92,-4949950.0,-140824.0,-7680958.26,-18388116.18
3/29/2018,7401030.57,3270570.0,2645245.0,6711953.71,5387808.52,6455565.0,9073142.0,4172301.64,2203039.0,47320655.44,-8567753.0,-8430234.0,-8422508.0,-6886610.96,-2178519.19,-34485625.15
10/22/2018,3165722.55,3360210.0,368766.41,9265937.0,97485.73,3799582.0,1123598.85,5239000.51,2236522.26,28656825.31,-4860334.0,-3144347.04,-4111244.0,-6299407.0,-7562804.0,-25978136.04
2/28/2018,491001.88,4442412.0,2049645.42,6607362.0,490487.47,4531911.9,5322192.03,9356867.0,3417863.59,36709743.29,-8252311.0,-8050079.0,-7086691.09,-372733.0,-9770937.0,-33532751.09
8/4/2018,3678242.02,6359598.0,8867624.0,8158030.0,576394.43,7573902.0,4629626.37,2670052.79,1371663.6,43885133.21,-4941234.58,-3692792.0,-7488228.0,-3760831.81,-5606620.0,-25489706.39
5/2/2018,132737.7,484699.96,5319400.29,9218511.0,1864299.98,6891209.23,8928263.0,6677606.44,6907337.0,46424064.6,-2051680.92,-9816485.0,-1514219.0,-1691154.0,-1970127.0,-17043665.92
1/20/2018,9606328.0,8316627.31,7543541.0,5755906.97,143773.77,4808527.0,4029883.0,9772523.0,8692319.0,58669429.05,-6862763.0,-4082286.0,-8124631.0,-2842465.06,-4856982.26,-26769127.32
4/13/2018,7269073.09,9077699.0,9535390.0,3329494.17,4443810.17,9872271.0,342040.72,6770725.61,6394277.0,57034780.76,-9257052.0,-915977.0,-2034258.29,-3239123.0,-3310019.0,-18756429.29
11/18/2018,6284105.89,7808623.0,9786673.0,9455407.0,5206466.0,3582599.0,3840536.79,4591524.48,7467865.0,58023800.16,-7599498.0,-4508253.84,-5316263.0,-9315586.0,-3912946.0,-30652546.84
10/7/2018,4987545.42,4832661.0,2021172.82,1199738.81,7984537.48,1368538.89,2074374.35,1908528.33,1923834.72,28300931.82,-7569221.0,-3195042.8,-3490000.0,-4164434.45,-6655045.0,-25073743.25
4/8/2018,3807249.04,5215298.0,2896506.04,9964273.0,171078.14,9201936.0,5955631.0,1822766.6,9247774.0,48282511.82,-3240538.0,-3791193.0,-6929568.0,-792863.0,-7877501.0,-22631663.0
3/19/2018,1749422.0,4215558.0,2318585.73,1717616.22,7571268.44,6961804.0,6684079.06,6611006.91,925736.58,38755076.94,-1181594.0,-7537263.0,-7644598.05,-4433275.0,-4291152.69,-25087882.74
11/17/2018,2938103.14,9598024.0,4382216.59,7454741.0,6756948.0,5189473.0,3490111.0,7509107.94,9195014.0,56513738.67,-2679745.0,-2332564.0,-9319178.0,-437194.0,-1488995.0,-16257676.0
5/28/2018,9554324.0,9232217.0,7032569.0,9643720.0,883883.31,4895648.0,6315736.59,4295383.0,514831.0,52368311.9,-5882657.82,-7435710.0,-2078660.0,-9507697.0,-2770100.0,-27674824.82
6/23/2018,5422742.07,8031813.0,5039410.02,96957.85,6919094.93,6734378.38,1410772.78,3103289.38,8231131.0,44989589.41,-4419407.0,-9419435.0,-3383796.0,-2536411.5,-1050806.0,-20809855.5
12/2/2018,7957318.56,9119460.0,1068360.7,6610528.64,1658783.0,7551474.0,7743660.0,1711523.9,3412276.64,46833385.44,-9373803.0,-7169162.0,-2856160.0,-5611317.0,-1372387.0,-26382829.0
11/13/2018,1394678.15,1507659.22,5398437.0,9309914.0,6208589.05,3004806.0,5276526.86,6269003.0,9014736.0,47384349.28,-52780.0,-5838156.97,-4826811.88,-612823.0,-8979256.0,-20309827.85
9/4/2018,1835.65,3741765.55,1013393.34,9859560.0,9882883.0,6185852.0,5101352.16,5779585.0,5325909.87,46892136.57,-7124911.0,-1514594.0,-4198142.0,-5817556.0,-7108376.0,-25763579.0
8/6/2018,1781792.56,2934692.97,496061.32,5324102.0,5940036.46,2579123.0,174499.0,1480867.48,2464601.56,23175776.35,-9303406.0,-8605762.0,-3953769.03,-4898649.0,-4173321.0,-30934907.03
4/19/2018,5420369.0,9193861.0,7514786.26,1985572.98,5298660.0,5348259.0,4007708.12,1255619.32,9077784.0,49102619.68,-5334006.0,-9128304.0,-249792.0,-9393427.0,-5530912.0,-29636441.0
5/6/2018,721322.77,4267533.0,4194127.98,657984.25,4169789.93,8623961.0,1126378.79,6744147.0,2883503.0,33388747.72,-1868734.99,-482127.0,-5980560.58,-8731642.0,-6651974.0,-23715038.57
12/22/2018,8759248.0,7139714.0,7325007.0,127158.66,4434089.0,2303367.0,9083920.0,8576624.0,1694683.59,49443811.25,-6637423.0,-7355524.0,-1314994.0,-4089214.72,-2216295.17,-21613450.89
10/7/2018,3750979.96,6135027.0,4324210.63,1524826.73,6765755.0,3444901.0,3969096.42,8409569.0,969144.8,39293510.54,-2304614.47,-194305.0,-8683757.0,-9533195.0,-1848301.2,-22564172.67
5/21/2018,3502662.71,8195734.43,9442107.0,7854824.76,5944994.0,2614330.0,9022572.0,6630507.8,5891422.0,59099154.7,-1932849.04,-2231457.22,-2511531.0,-7849281.0,-9848602.0,-24373720.26
9/14/2018,6868206.0,5392303.98,4966541.51,334865.0,6253293.1,7693439.0,8697539.0,156609.1,4991553.0,45354349.69,-9779469.0,-3337929.07,-2231086.68,-7233480.0,-7135040.95,-29717005.7
8/21/2018,7929401.0,3602677.58,5875056.0,1834312.66,2191170.06,4130418.0,8980171.0,8342030.0,8434114.0,51319350.3,-3660072.0,-6976044.0,-4149977.22,-9176688.0,-8381275.0,-32344056.22
10/22/2018,9519201.0,4957169.0,1489083.88,9181013.0,8103177.0,7119614.79,4178045.0,5596909.0,6689958.75,56834171.42,-6797084.0,-4316869.04,-6862623.0,-649921.0,-5352814.0,-23979311.04
5/4/2018,9300222.0,1309042.74,1959453.0,4430088.0,9082586.0,2254420.0,9582918.0,7413766.0,4247695.87,49580191.61,-4720029.44,-6712167.0,-9815864.0,-4780352.22,-9304453.0,-35332865.66
3/19/2018,3868787.58,8828540.0,8422466.0,1108642.17,7973206.0,3053562.09,193517.0,4415692.0,4811800.73,42676213.57,-6939597.0,-6243700.0,-4158583.0,-1564648.0,-7811961.0,-26718489.0
8/22/2018,3940623.0,453077.72,2767209.08,3972547.16,9417503.0,3265880.58,630345.24,3802304.0,5782077.2,34031566.98,-8871242.0,-3550123.0,-2063860.0,-4273585.82,-8048137.0,-26806947.82
9/14/2018,5132931.0,2024895.1,4398806.7,7318671.23,5922005.02,4713389.0,7496018.5,9411778.0,3045807.52,49464302.07,-2281306.0,-9309723.0,-1623438.89,-918115.0,-2059715.0,-16192297.89
4/5/2018,3685496.16,2596330.38,6566974.02,3300199.39,6294513.0,4518897.93,8312937.45,876387.61,7950784.24,44102520.18,-8621906.0,-9460356.0,-337111.0,-2811914.0,-4390050.0,-25621337.0
2/25/2018,6062327.05,2501875.7,6236909.0,770231.41,2376827.32,9603315.0,5207277.02,5563529.0,934520.79,39256812.29,-1374274.0,-7324401.0,-5115497.79,-8455023.0,-2184863.55,-24454059.34
9/7/2018,9881916.0,9785266.0,418988.87,7705611.46,2846324.12,2678213.0,5490218.0,6272606.76,5466559.0,50545703.21,-3731145.83,-3333109.0,-5469768.0,-7945103.51,-5083186.0,-25562312.34
4/25/2018,1206647.4,9585120.0,4679142.0,6662476.35,7000761.89,3233522.95,6262359.58,3558908.68,1152522.53,43341461.38,-5359599.92,-1988615.0,-4840136.72,-6375292.0,-661916.0,-19225559.64
2/11/2018,942308.07,1057207.0,4936395.0,6360365.0,3476764.48,3690198.13,5172662.28,694421.29,7657432.13,33987753.38,-9105258.0,-3959321.75,-5081186.0,-9141672.0,-3503074.0,-30790511.75
10/21/2018,2733495.0,2124198.0,5006329.44,4719328.0,3353917.0,3653553.0,60502.92,6857692.06,1043416.16,29552431.58,-5892624.0,-2165689.34,-3155470.0,-2407409.85,-5154614.0,-18775807.19
4/16/2018,8243267.1,5224279.0,1370910.0,5380231.0,5131065.0,7303935.0,9650360.0,1817145.22,107406.6,44228598.92,-7346666.0,-3843814.0,-9182722.0,-6781693.0,-4114114.05,-31269009.05
3/20/2018,218225.58,4775272.43,2538875.41,6350185.4,2625497.05,8275000.98,8073947.87,58016.03,8601110.0,41516130.75,-6735055.0,-3936746.62,-6219414.99,-4435421.09,-7709571.0,-29036208.7
6/17/2018,5474929.59,3360401.13,5527244.11,254404.45,3980102.75,7185580.0,2590026.75,5142164.0,9485133.0,42999985.78,-5342247.47,-1945499.2,-3783593.85,-4730966.0,-3502905.0,-19305211.52
9/10/2018,9907230.0,1588589.33,618034.44,2120657.7,916128.43,5481586.0,7924882.0,7510268.0,3441067.62,39508443.52,-6378637.63,-3009013.0,-3227156.91,-1601716.0,-1715176.46,-15931700.0
4/2/2018,8443018.0,3204053.68,3388899.94,2297861.91,6759550.92,2432652.0,4274644.83,4506981.17,3983862.1,39291524.55,-2401413.0,-9155358.0,-1229982.0,-8545281.0,-8636427.0,-29968461.0
5/4/2018,7969673.0,6556151.75,284869.68,6832841.76,1378389.99,3630126.0,2953087.82,1649392.29,7607446.85,38861979.14,-8261167.81,-2236977.0,-6239887.0,-3334888.63,-758193.0,-20831113.44
1/13/2018,6376726.0,1547879.39,4653598.12,5572961.38,3687485.0,3725786.6,2753452.86,2473955.46,3585240.78,34377085.59,-7958024.06,-4366575.4,-4405335.0,-388656.0,-3701528.0,-20820118.46
2/17/2018,3445325.58,1287922.82,7565428.48,9034036.0,7299057.3,2481362.13,3208644.98,9408826.0,9865311.0,53595914.29,-760972.0,-7467755.0,-8036649.0,-5143432.71,-6413979.0,-27822787.71
5/6/2018,60012.14,4150495.99,1758206.92,9838.74,9221051.0,1030092.0,7659840.0,3782629.0,7428440.0,35100605.79,-6917363.0,-6748720.0,-9584721.0,-6137142.0,-3448138.0,-32836084.0
12/27/2018,7826505.0,2045159.33,6575876.0,1489166.0,5780350.69,7247677.0,4433477.0,6556128.87,3965933.05,45920272.94,-4788582.75,-869534.0,-3752105.0,-4672801.0,-2710486.84,-16793509.59
8/8/2018,4206728.0,8545982.0,9339262.0,7294047.0,6948726.0,1661119.01,9762051.0,7255254.81,6488186.78,61501356.6,-627472.0,-7941152.32,-3824632.0,-5764470.0,-55389.0,-18213115.32
4/2/2018,227156.19,8293279.0,7584973.23,1676510.69,3822786.62,563246.39,7752099.0,536453.91,3401917.0,33858422.03,-1700831.0,-8005315.0,-1086500.0,-6825459.22,-4672342.0,-22290447.22
9/17/2018,7605364.21,1518795.09,9422755.0,2389315.54,4423897.0,5150112.15,4742830.0,7773159.0,4003116.0,47029343.99,-678967.0,-3858929.86,-3831394.0,-5691701.93,-9831007.0,-23891999.79
11/19/2018,2009766.39,6282165.7,1865669.45,4946137.79,1079031.69,1732131.58,1700066.45,9342333.0,5338153.0,34295455.05,-2379625.82,-8350559.0,-3589205.9,-8005872.17,-6905990.0,-29231252.89
4/13/2018,8029090.0,933894.32,6235123.0,4219069.54,7283960.0,4562925.0,4232736.13,3663194.05,1159434.86,40319426.9,-6438550.0,-592145.0,-5453472.71,-6018201.0,-2487852.0,-20990220.71
7/27/2018,2434464.07,304518.78,1058303.23,7393557.0,8842582.0,3217666.09,3660700.92,7601807.45,7781101.0,42294700.54,-5648716.86,-3661692.45,-5847472.63,-4450388.0,-1486705.0,-21094974.94
2/22/2018,658443.46,8673912.0,4505873.35,182702.93,1173313.1,3104856.19,9017833.0,3319700.46,8230645.0,38867279.49,-8783925.0,-5148475.0,-1106215.0,-1255820.0,-7570811.23,-23865246.23
1/31/2018,1855567.52,5836508.0,1714368.99,2255083.0,869754.87,536670.05,2048173.81,8539950.0,8306368.0,31962444.24,-4010043.0,-6608789.0,-2795287.65,-2313333.0,-641373.0,-16368825.65
11/5/2018,9884705.0,208860.67,6495823.07,2323142.9,8857737.0,475025.82,3919630.79,2360278.0,4775692.84,39300896.09,-4151458.39,-5013190.94,-8869983.0,-1576325.0,-4905213.22,-24516170.55
3/31/2018,5720359.81,2088088.08,9306713.0,6630840.94,4478190.65,4644637.0,9857321.0,4442456.0,6606746.0,53775352.48,-3457688.07,-5517379.0,-5026071.28,-3300128.56,-732028.0,-18033294.91
9/16/2018,962807.02,4408195.88,6685927.72,5349444.52,7076079.0,9578336.0,7069614.51,1522225.33,7579443.0,50232072.98,-9995561.0,-433344.0,-2083967.0,-4045378.67,-1986115.3,-18544365.97
10/31/2018,2566392.47,277807.12,602551.0,4390090.0,891234.99,3997566.0,3100987.06,7828105.0,1889240.28,25543973.92,-3993096.0,-2965242.0,-1779212.41,-868402.0,-6556930.0,-16162882.41
6/2/2018,6847121.0,3925022.0,9333909.0,9735920.0,1720041.49,5672487.0,7554326.99,433939.55,5172982.95,50395749.98,-6451903.0,-6168166.0,-2352869.28,-4991951.64,-24747.0,-19989636.92
5/23/2018,5051718.0,2021542.65,9745641.0,6668826.0,2887952.93,4219370.98,7332748.0,1281662.06,3220497.0,42429958.62,-3973232.09,-885602.0,-9186616.0,-3743876.0,-7561087.0,-25350413.09
9/6/2018,8272987.74,8628718.0,9016378.0,8957848.0,9456570.0,5760772.0,1174781.48,7612180.02,7016461.09,65896696.33,-1593908.0,-2459761.0,-3429102.68,-6760573.0,-7091701.78,-21335046.46
3/19/2018,9000329.0,7180888.0,6441244.0,7419445.0,5389611.12,5813334.14,7519510.0,3869580.63,7102935.08,59736876.97,-6842240.0,-6333961.45,-1585109.0,-5309246.0,-5219308.0,-25289864.45
3/1/2018,8676430.0,6308887.0,8450058.0,2966664.74,1483125.78,6774306.0,2137303.4,2476485.28,1515294.29,40788554.49,-4548003.57,-8996666.0,-2901395.73,-1173345.0,-3254809.87,-20874220.17
1/29/2018,3676563.0,7839843.11,1079093.55,5133773.0,5432316.78,2869652.18,2337123.56,8167469.8,7688586.0,44224420.98,-5064435.63,-2148303.0,-3759743.82,-9430191.0,-730175.0,-21132848.45
2/1/2018,2988.91,6864615.0,2460301.61,4994523.87,1446462.0,1419767.07,4393630.54,6473724.0,2833495.83,30889508.83,-9919866.0,-744825.0,-9385044.0,-897740.0,-6607759.0,-27555234.0
3/25/2018,6155350.0,9256401.0,828679.04,4756120.0,7897748.0,2807127.95,8381142.0,5083789.51,6663436.39,51829793.89,-4932768.63,-290361.0,-5113681.69,-404186.0,-5711714.0,-16452711.32
11/5/2018,2845209.4,937659.16,4037321.74,631042.86,605612.32,9184845.0,8562536.0,6787313.0,3999126.34,37590665.82,-26683.0,-8259510.06,-7069005.0,-7842936.0,-7619855.0,-30817989.06
2/8/2018,4768012.0,4819332.0,3376254.3,2710890.0,4284990.0,4554950.0,2370126.05,810737.54,8003370.34,35698662.23,-6784008.0,-9265411.0,-4393026.0,-8946460.0,-2753999.33,-32142904.33
10/16/2018,1201239.54,1265565.76,8326029.54,5961983.0,182713.23,8559625.0,3548220.49,1928428.87,242895.43,31216700.86,-5352687.3,-5754937.0,-8116531.38,-7616478.0,-6804722.0,-33645355.68
4/12/2018,6694886.97,4653002.0,237390.19,5819701.0,5342430.86,5245957.74,2630056.39,5958543.0,7081654.0,43663622.15,-554970.0,-9200898.0,-3884460.0,-7334873.84,-8147230.0,-29122431.84
8/13/2018,3856739.27,6424517.75,161944.55,456870.28,915384.31,6858193.25,9191381.0,39030.07,1733158.65,29637219.13,-7151923.0,-9206940.0,-8141958.88,-3798123.55,-4448170.95,-32747116.38
10/15/2018,9816257.0,5782569.02,5558087.81,1361893.83,4474833.0,878439.53,8068649.0,178084.97,1062906.23,37181720.39,-9756503.0,-9618920.0,-3127459.0,-6884777.0,-471641.0,-29859300.0
5/14/2018,1010948.64,7086558.33,1198306.85,6389768.66,2963364.0,5200838.95,8717609.0,2725395.99,613257.29,35906047.71,-1390610.0,-536660.0,-227034.0,-2998893.24,-8762625.0,-13915822.24
5/7/2018,7101436.0,9022212.0,4966728.97,4927157.0,6660944.82,1914574.37,5609861.0,4971527.0,3986705.0,49161146.16,-6246646.0,-9658592.0,-3322360.42,-8110828.0,-6676941.17,-34015367.59
7/1/2018,6567345.0,2216663.53,8464250.0,9087355.0,4431547.0,8282123.2,1133618.18,6906619.0,3049039.91,50138560.82,-9369421.0,-2260516.0,-4506308.11,-6180311.31,-2649916.04,-24966472.46
4/24/2018,9955762.0,5065709.52,2522377.04,3933271.19,6112013.0,8399528.0,5802124.62,3374033.69,8198501.14,53363320.2,-3518087.58,-6013531.0,-4312473.01,-1956803.52,-8529119.0,-24330014.11
9/15/2018,7045384.46,1682628.01,8931850.0,6560348.0,5439955.58,2764712.0,365774.02,3624884.75,737039.11,37152575.93,-1429032.0,-2511525.99,-4954895.0,-463263.0,-6782582.82,-16141298.81
3/25/2018,5308845.0,5910724.0,1813125.28,3792151.01,2440093.0,7651889.08,8627091.0,3977854.82,9048365.0,48570138.19,-7173459.0,-1686235.0,-2159349.0,-1728594.0,-9732551.0,-22480188.0
7/13/2018,9037122.0,6722210.57,3224864.0,739588.94,8269684.49,2744657.37,6020715.0,19856.24,8170614.76,44949313.37,-1713458.0,-9585491.0,-4860225.0,-9408965.0,-2472068.48,-28040207.48
7/7/2018,2349788.69,5765300.14,8511475.0,9609082.0,9872630.0,4410577.0,9930651.0,785923.57,2421025.19,53656452.59,-7566615.0,-7323694.0,-3998989.82,-2047839.81,-5285319.0,-26222457.63
10/8/2018,3048383.54,8272838.0,8876672.0,1505909.8,7625105.5,4474058.9,9865241.0,2763313.0,1824773.32,48256295.06,-5930772.0,-3671272.0,-184709.0,-7695956.0,-5233239.27,-22715948.27
12/5/2018,6520491.0,6789709.09,9991061.0,9669083.0,1037712.36,5409459.0,3735820.84,9562646.0,8454098.0,61170080.29,-151123.0,-5941693.0,-5592139.0,-6293175.0,-2213968.0,-20192098.0
1/7/2018,985874.65,5565942.17,4779944.0,1062248.53,4388479.0,4361972.0,6970706.76,9987110.0,8064090.0,46166367.11,-8521341.0,-3068637.0,-4411041.42,-4406142.0,-9769129.0,-30176290.42
9/29/2018,3983201.98,1051923.28,1223771.91,7498292.37,1602235.79,5192786.53,2668724.22,3493695.0,7045045.82,33759676.9,-1021636.0,-2718941.0,-9555609.0,-1204138.0,-6333782.0,-20834106.0
8/26/2018,2548931.88,8315723.32,7351787.0,974118.73,8333901.92,1427953.82,8938193.0,2902475.88,5392854.38,46185939.93,-4115045.15,-8322981.0,-5736314.0,-5237485.74,-1502630.0,-24914455.89
12/7/2018,5727696.0,3764294.27,427277.2,9963818.0,2762978.26,9294677.0,7688530.0,2913951.0,2681566.0,45224787.73,-7170811.0,-2676069.0,-7336399.0,-4157010.26,-913205.0,-22253494.26
8/18/2018,3780332.0,8867015.0,3450674.11,556591.51,7230514.1,256268.19,4781182.05,2621564.0,7127220.79,38671361.75,-4864498.24,-3789787.0,-8079026.0,-5626873.0,-6465398.0,-28825582.24
7/14/2018,5140038.0,8978835.0,623925.32,7453860.0,4069245.46,2676365.0,4068234.43,95838.3,7815524.0,40921865.51,-4317888.0,-5971147.0,-7276228.65,-1217360.0,-7534471.0,-26317094.65
1/27/2018,8424439.0,3740681.08,6625466.59,2166861.21,1353988.7,9221019.0,2163349.46,3393174.43,9767529.0,46856508.47,-6629892.05,-7169951.0,-515014.0,-2219663.0,-6403764.62,-22938284.67
2/25/2018,8154498.65,1647536.14,6007208.0,2646257.0,7888193.14,7829602.27,4309503.17,8670662.0,3044458.16,50197918.53,-9428731.0,-8611207.0,-8753967.0,-1958156.0,-8976172.0,-37728233.0
2/1/2018,2730332.79,5016451.0,6268027.0,8600878.0,6812941.0,6191047.04,9294802.0,135477.71,8502814.0,53552770.54,-2014303.89,-8131254.06,-5898678.0,-821290.0,-9750285.0,-26615810.95
