date,inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,total_inflows
10/30/2018,3586935.78,7962836.89,4687589.0,1461116.85,2991688.09,4944566.0,4521349.0,7689274.0,766835.36,38612190.97
9/8/2018,5168575.0,6697977.32,6351334.12,1877331.24,1152678.63,8010193.0,2832533.86,2742884.85,3088443.09,37921951.11
11/30/2018,1219042.1,3014587.0,7109964.0,7894997.0,5921265.96,6816233.0,9483502.0,833329.37,3643194.82,45936115.25
7/11/2018,3013517.71,9073993.0,9828971.0,6975919.65,651945.5,3096913.3,517942.52,4851217.0,1070569.27,39080988.95
1/1/2018,9367942.0,680323.62,1018767.23,8127370.37,8492425.0,7756764.0,4074321.58,7407536.04,9051366.0,55976815.84
9/11/2018,5401089.8,8932318.0,6211391.89,5185914.0,2260232.18,2954294.79,8553618.0,8024007.25,7363617.0,54886482.91
9/23/2018,3050442.14,1536070.63,9547374.0,7460011.29,8946815.0,689920.09,3572628.0,3093952.9,8048045.5,45945259.55
6/6/2018,3607218.08,2858173.98,1363768.0,673868.31,6427781.0,3536631.96,8072180.84,3986622.13,4852756.1,35379000.4
9/28/2018,8864764.0,949877.9,9234146.0,4247950.0,2754973.07,612781.84,9452757.0,950997.48,8999185.0,46067432.29
3/11/2018,7609471.0,7812458.3,3915686.69,4308811.0,8281144.0,353337.71,3547808.6,6943924.0,4528281.0,47300922.3
5/30/2018,8066725.99,1828063.77,4931806.05,3836986.0,35784.24,8761710.0,1384538.0,9614318.0,8655520.0,47115452.05
11/18/2018,3700979.63,6960107.0,8082861.79,9074256.0,3402573.03,6320253.0,6043295.65,9286576.0,418252.31,53289154.41
7/29/2018,2564020.0,5637140.0,1553853.8,8456224.0,3846639.06,4439646.73,1797415.64,9910796.0,2430950.92,40636686.15
4/5/2018,2368700.46,1140015.72,4142264.28,5414142.0,2804632.0,3852192.17,8006277.0,5280053.32,6840438.0,39848714.95
6/4/2018,8203103.0,4939454.28,5282584.0,6323358.44,7002275.43,2453971.82,3501558.0,7908696.19,9744522.0,55359523.16
12/14/2018,2383156.61,9467884.0,6323728.53,1530233.41,8586218.0,7682232.32,8751957.0,5952040.07,6003463.32,56680913.26
11/8/2018,5447166.02,7329476.0,5950158.0,687706.75,9568943.0,8492851.0,5027083.18,5754040.44,2178022.02,50435446.41
12/29/2018,6381655.9,296805.66,7633248.0,2686559.0,6951108.0,1704938.61,1988781.72,3741609.0,7371426.0,38756131.89
5/18/2018,7345065.91,7576954.0,1288629.85,7540724.0,5284309.0,2412766.19,6192020.0,7427883.0,8111375.0,53179726.95
3/2/2018,1956393.37,3691334.14,1639059.33,8920043.0,5039793.51,3140273.0,4043080.16,9410765.0,5827982.0,43668723.51
9/14/2018,8887644.0,9184238.0,8899334.0,1863727.93,9298372.0,5994293.18,1051059.24,4599480.0,6533371.0,56311519.35
4/24/2018,807464.94,8707896.0,5845353.0,848067.56,6257808.0,3458831.0,2387038.35,3210768.58,6079628.0,37602855.43
10/7/2018,8325152.0,1099818.33,486323.86,9096293.0,3750801.64,1164368.02,5707679.5,9591338.0,8365681.0,47587455.35
3/5/2018,221025.28,9164967.0,6077947.67,7777212.0,3627296.17,8910946.0,8976957.0,7230701.15,2264543.0,54251595.27
11/11/2018,3588991.38,5218610.0,1113509.87,3346287.0,8940952.0,7865690.0,3440953.66,6135153.03,555715.54,40205862.48
4/11/2018,7175332.0,7357254.92,8464538.0,6686606.0,4461129.0,4547444.02,4188634.51,7999676.0,880996.55,51761611.0
5/16/2018,1554172.9,8364593.65,9015432.0,5035365.05,4187072.21,2345186.77,4542196.0,3713867.94,4533443.0,43291329.52
3/9/2018,8405001.0,6714944.0,3060860.77,2795074.9,9216072.0,5336407.75,4636322.66,2734526.94,6096079.87,48995289.89
7/28/2018,6507277.74,9413241.0,4207256.08,5796701.0,7400346.0,809382.91,3773858.01,8602332.0,5877606.0,52388000.74
7/3/2018,4941959.62,7365121.72,9352596.0,6192011.0,9129369.0,2101995.62,1327380.67,2190534.02,278818.04,42879785.69
8/7/2018,4341824.96,8733378.0,395157.86,1526782.58,600001.77,8157882.0,7157786.91,9759226.0,210480.73,40882520.81
10/10/2018,9727091.0,5287261.66,2386543.28,7821751.0,3969466.06,9287468.0,4257465.72,4272765.54,4059020.86,51068833.12
1/11/2018,4169403.0,8078128.3,8339821.0,6380166.0,2587948.63,9443246.0,5082596.0,8070764.9,4482344.83,56634418.66
7/26/2018,3331453.42,2700135.0,3097373.07,4651643.31,6088919.63,3348276.36,4428893.18,5663883.0,2207301.6,35517878.57
7/18/2018,1707570.04,7405514.76,1063513.4,656630.33,8243675.06,2772541.23,2751766.38,5206511.0,3046793.44,32854515.64
12/15/2018,5722255.0,7456146.42,1074803.45,8931798.0,9186421.0,9710901.0,4305311.0,3383803.63,6680298.18,56451737.68
5/8/2018,7543368.0,5721544.97,4345275.07,2521618.59,1905746.0,3459512.4,2431516.59,7266677.0,4589079.96,39784338.58
4/19/2018,202556.96,7086968.53,4297943.0,6016238.01,4089449.98,2832012.0,8319862.0,8320443.98,2163973.42,43329447.88
10/5/2018,8695554.0,3300198.67,4878301.0,7348083.64,9426757.0,6221596.93,2433801.41,9716878.0,3150546.48,55171717.13
12/12/2018,8116680.0,7579634.62,1298494.0,7270408.0,9288457.0,6928888.0,7226681.39,3613471.27,8550008.0,59872722.28
11/19/2018,2939470.14,6462814.0,3730944.99,3377564.34,8799511.0,8020048.29,7767774.0,1521933.71,142125.21,42762185.68
7/27/2018,2667042.0,438901.55,1323762.0,8235772.89,6864904.0,6873972.0,5802132.49,4407379.19,2526780.4,39140646.52
9/11/2018,3420718.0,1878346.72,8001627.56,9787779.0,179800.99,8058701.52,9106668.0,5808224.67,8877611.0,55119477.46
4/7/2018,7271306.68,3410082.92,5220394.0,696013.54,6356419.62,1642077.87,8395033.0,8163534.4,3038904.91,44193766.94
10/28/2018,4200999.0,2531006.6,8742497.0,4620116.4,8035382.0,526117.98,9600262.0,2700310.0,530987.16,41487678.14
4/25/2018,1203989.0,2485501.3,7056293.5,1923532.49,6450740.41,7372700.04,3250134.83,9643325.0,9758779.0,49144995.57
3/23/2018,8810412.0,5012198.0,8481630.0,4328881.0,5584875.0,3078328.47,5206426.0,7691532.06,5823686.0,54017968.53
12/19/2018,9449461.0,6070777.2,8011847.17,4594025.52,3076301.38,1436000.97,8950311.0,8932890.0,6189982.6,56711596.84
5/28/2018,7320184.0,7903670.0,7385859.0,5042680.59,8883049.0,8421661.0,5233512.32,1588020.35,7240931.0,59019567.26
9/22/2018,9338833.0,6890804.0,9113773.0,7744718.59,8513068.0,6147909.87,5803687.0,8205341.0,2355914.0,64114048.46
5/2/2018,9167996.0,3727763.24,6616644.0,4328701.0,7228222.75,3234896.5,5385845.0,1460043.13,6923517.53,48073629.15
3/2/2018,3998995.67,7935659.57,3511837.2,5498310.42,9685323.0,8682749.0,4166928.19,7753716.0,924314.29,52157833.34
8/5/2018,5259098.0,7035899.0,8507842.0,7995366.17,7075081.0,4045609.37,4087674.78,6602531.77,994030.55,51603132.64
12/10/2018,6019446.93,1402117.59,5703690.36,9476189.0,2525290.03,4419178.17,5939306.14,9854114.0,8201998.0,53541330.22
11/15/2018,2269236.0,1097954.47,4077805.0,1547535.91,8435896.0,8680576.0,7822042.0,1040124.84,8867280.0,43838450.22
1/10/2018,9062537.0,528016.01,4502188.52,2324321.0,7901585.0,3853032.0,6044665.0,7993264.0,4872937.69,47082546.22
9/28/2018,6792835.3,1824125.28,5897758.0,9182998.0,7827246.03,3249156.8,5862692.0,7195741.0,7006941.51,54839493.92
10/2/2018,6411750.11,7362731.0,1969450.74,9638469.0,9517576.0,7583564.0,8518355.0,8455703.0,1327599.58,60785198.43
8/16/2018,7259880.13,178780.68,5562915.29,5274529.0,9565974.0,7777292.4,4245396.39,1681005.2,7795406.0,49341179.09
3/18/2018,7546127.0,9374272.0,2489283.02,3375242.01,1301665.12,3670915.44,2574556.03,5309255.0,6810106.0,42451421.62
7/29/2018,2804562.78,317961.63,2311029.0,7329535.0,5212399.46,7397729.0,5041844.37,4777539.0,6310883.0,41503483.24
1/23/2018,5944468.0,8285512.32,8070478.57,4570718.92,5421714.22,7528490.59,8373674.82,6840430.0,4760388.0,59795875.44
1/2/2018,9500535.0,8415020.0,6425566.74,9503954.0,2887634.5,4157796.47,2346989.3,4280406.15,5864088.42,53381990.58
11/18/2018,75313.58,2986789.0,6775576.0,5454543.0,5887357.26,8746254.0,4889476.0,4888.47,9252981.0,44073178.31
5/26/2018,6185046.73,2116989.16,1220762.89,1678997.99,3519144.39,7397788.0,133288.14,5133979.0,8774099.0,36160095.3
6/27/2018,5369553.0,1585468.74,3247125.72,6559074.0,2183368.88,6044396.0,846156.26,1806664.75,5224642.22,32866449.57
2/26/2018,3657881.08,7709948.0,6263467.0,5261595.0,5833730.03,2731344.33,4005388.0,4772757.49,7515609.06,47751719.99
8/3/2018,6305341.33,1613380.46,8018736.0,1887923.88,1376076.0,5783348.0,1185960.77,1677121.9,1231488.0,29079376.34
10/26/2018,6791754.67,3524473.96,5449443.0,2618794.12,6979959.0,3803509.09,9341107.0,1918860.6,7067645.32,47495546.76
3/31/2018,3844190.08,7933934.93,4939096.24,8442959.0,101759.26,882817.8,4097085.72,4358733.0,5868000.8,40468576.83
12/1/2018,1795161.91,1974483.43,6773730.06,5058103.0,7186378.0,701415.42,3146016.78,2523213.95,7724945.0,36883447.55
8/22/2018,1521929.24,4287304.0,3975377.03,1568670.04,6199763.42,8648902.0,5952930.65,3496245.36,1416600.61,37067722.35
7/11/2018,126830.02,3790841.24,3040895.68,1386383.34,3871621.57,4501254.71,191181.98,8578477.0,3962690.37,29450175.91
10/25/2018,45559.08,9707432.0,7351910.0,4444414.0,7711659.0,556812.5,2282198.48,481719.84,2433336.3,35015041.2
10/13/2018,8550737.0,7566060.0,9572249.0,138790.67,119733.68,2926849.0,2664788.78,4711342.0,6998645.0,43249195.13
8/28/2018,1780071.0,7702928.67,4241065.0,7458674.0,3930151.09,5187356.0,7041147.0,1893619.78,8997712.0,48232724.54
6/10/2018,997798.7,6511369.0,7442448.0,602793.0,9967842.0,5737598.23,4519661.95,9941800.0,8989632.0,54710942.88
3/20/2018,4867548.0,9047827.0,7438328.0,9315363.0,544848.75,1828577.31,8345290.2,1843237.44,7567765.85,50798785.55
6/5/2018,9244268.0,8763426.0,1395409.26,530237.23,6550893.0,451996.68,7617549.37,7421197.0,7276033.29,49251009.83
10/7/2018,8940489.0,8692150.0,1413931.67,8686171.0,6992857.26,7782796.63,6778497.78,3260792.89,2068760.35,54616446.58
6/26/2018,4522663.79,2043660.47,647221.71,2813443.0,8996906.0,6025166.28,804391.28,9356058.0,9830873.0,45040383.53
5/7/2018,3445628.0,1094660.43,8644031.0,2250600.14,8429691.0,849052.0,5069953.0,2611413.41,3042770.45,35437799.43
4/1/2018,5149609.74,7309778.0,1460371.24,9503891.0,1251925.37,5312899.0,7975092.25,8293421.74,6267881.38,52524869.72
5/12/2018,2939421.66,6431220.31,9785246.0,8549891.0,4607433.29,2929399.27,4346620.71,4664072.71,1329369.33,45582674.28
11/12/2018,8803986.0,7320729.42,390270.37,4716570.0,4355563.0,8386142.71,1287833.38,8202545.61,7334424.09,50798064.58
3/11/2018,5908033.07,7931814.08,5981307.0,1980693.38,464040.04,6364665.0,1321409.24,6411005.8,5667456.0,42030423.61
7/17/2018,9177012.0,2719694.0,4618645.0,335161.07,4122733.79,9847141.0,7254749.62,8730658.0,7646257.0,54452051.48
11/22/2018,4484413.0,7817361.0,4888786.99,1634824.72,9501241.0,1807824.73,9316024.0,3163328.43,6915337.81,49529141.68
6/18/2018,8159647.41,420772.52,2471539.01,4132646.87,9790006.0,7570587.0,5931585.0,6406003.58,3280727.55,48163514.94
5/30/2018,3910983.61,8774210.0,5108055.24,9761143.0,4614755.0,9862000.0,8560735.0,5211319.0,5286165.0,61089365.85
7/27/2018,651755.88,3481753.0,7084252.0,3482903.81,146850.06,9977154.0,6654888.44,4257068.0,8707977.0,44444602.19
8/14/2018,4015355.44,2922987.0,1740123.21,1499305.88,3638112.33,7597296.79,3256441.0,8070940.0,9597014.0,42337575.65
12/11/2018,1829952.67,6231819.9,885224.67,3166630.61,2408881.0,6302552.36,6538241.0,6072266.32,4381264.07,37816832.6
1/2/2018,540266.63,1044231.13,3329685.27,4382519.0,7417092.27,468290.23,9259097.0,8848146.0,385750.3,35675077.83
1/9/2018,4595630.07,6291703.93,745379.66,3957901.0,9870579.0,6986914.83,7982830.51,2843071.12,7509145.16,50783155.28
3/31/2018,3190588.0,2874372.35,9958352.0,8612838.0,9351344.0,6974383.0,3595346.63,7899755.0,9403237.0,61860215.98
2/20/2018,6033042.48,2286781.29,622596.97,2675534.39,1166987.57,267546.81,8224726.2,360854.32,3612074.69,25250144.72
10/19/2018,5564264.46,9825094.0,5773863.1,7290909.0,8726240.0,4621080.0,8165725.0,9292418.0,1950141.44,61209735.0
3/7/2018,8939561.0,2432745.0,4344106.0,8036031.0,5505454.0,1521972.53,9193920.0,6147038.07,3993971.46,50114799.06
6/13/2018,9308118.0,1141631.0,7579066.53,1126675.86,1768190.82,9795183.0,1790295.03,9141864.0,4765668.16,46416692.4
5/5/2018,9062082.0,6009913.0,5214087.0,8761536.0,5527872.0,6533605.78,8907715.0,2749754.56,6774140.72,59540706.06
2/24/2018,4724907.0,5765590.74,6323060.0,2184316.0,2368129.7,194265.0,8630872.0,8801076.0,8589484.0,47581700.44
2/26/2018,267277.51,6880482.79,3234558.01,2486774.89,9256519.0,1563674.41,3374269.52,3060433.58,8514359.0,38638348.71
1/11/2018,1689531.27,2616754.76,1675140.0,3397459.0,3674882.0,3874847.0,303928.42,8322076.0,6709120.41,32263738.86
3/21/2018,1947075.2,1397702.7,2245220.89,9905866.0,8031433.0,7050711.0,1415204.06,8030402.88,123226.4,40146842.13
2/26/2018,7835198.43,8231245.77,8229606.0,8431040.0,9015705.0,6489561.48,4611126.78,219902.74,8694320.0,61757706.2
3/17/2018,4091755.88,7268656.66,1216409.19,3905859.0,6601847.0,292418.48,6933726.89,2414861.46,1756103.65,34481638.21
10/1/2018,6930133.59,7492060.0,1008850.94,60599.87,7202428.05,4437349.0,7774273.38,7259486.01,2261428.89,44426609.73
2/14/2018,7755958.0,2519271.0,2311575.41,7665901.0,4454877.89,7649462.0,9834431.0,2359517.0,3928118.38,48479111.68
3/10/2018,5877630.0,9003635.0,2009710.22,7870263.0,9071477.0,4797740.83,1923354.64,509828.68,6020516.29,47084155.66
12/2/2018,9592710.0,7832102.0,1080451.35,4843248.0,8123939.4,5152739.83,8778125.0,3541047.06,9527096.0,58471458.64
3/3/2018,1087234.16,4039029.57,5797390.0,6106413.0,7367987.0,21741.84,275706.03,7395499.0,8302528.69,40393529.29
2/24/2018,7852139.82,3531619.71,6746721.0,4690122.0,8718300.0,7684301.0,3862837.88,2286909.73,2507706.93,47880658.07
10/21/2018,2921478.39,6757404.0,2461300.41,3567560.14,3134054.0,5550189.27,3644770.31,2899015.45,8598372.0,39534143.97
8/25/2018,4152324.33,8752853.0,5277559.36,5049908.32,6049678.0,3028440.68,6177585.49,191315.08,2752570.82,41432235.08
5/9/2018,2978806.82,8567843.0,4869325.0,5627155.0,7571336.69,2132130.61,5757592.0,8247881.06,6571849.0,52323919.18
4/25/2018,9257335.0,4737458.0,8950660.0,2173382.0,3805447.64,7064317.65,3887331.52,5534297.0,7956731.16,53366959.97
4/26/2018,6561979.77,3456119.0,7365235.4,860423.46,1712946.45,9926164.0,9729474.0,8793312.0,1985696.19,50391350.27
12/23/2018,6451578.64,9987927.0,6959741.0,4133004.23,7954015.19,806555.23,7042077.96,2342437.59,4793993.0,50471329.84
5/1/2018,6470747.16,7918505.0,8839723.0,4314844.0,2430267.22,6046835.4,8791411.0,6784651.0,7928117.0,59525100.78
1/19/2018,2967394.72,9761845.0,5695369.0,1229215.64,4931299.9,9290958.0,647924.66,6099882.0,8663419.0,49287307.92
8/20/2018,8658881.0,2232097.67,2031036.25,7354029.0,7752316.34,5359933.0,8822600.0,718480.0,6025423.68,48954796.94
9/24/2018,6859907.76,221742.19,1806830.06,1708694.0,6076098.04,973338.94,9862891.0,1034566.08,615501.79,29159569.86
1/15/2018,8293308.0,5274289.6,5357158.41,6396874.0,4755322.04,4162131.24,9017535.0,6739627.39,6512551.65,56508797.33
5/28/2018,8442087.0,8557425.0,2663739.84,8885470.0,2278180.55,1262353.83,573299.69,806417.18,2830226.98,36299200.07
1/16/2018,9805684.0,5996662.52,9065651.0,1473541.15,63585.3,2393927.81,221536.65,9657997.0,980728.75,39659314.18
3/11/2018,1047347.6,8729522.0,690309.09,7078986.98,3702294.0,4286781.0,866227.27,6570638.0,9197217.0,42169322.94
11/9/2018,1076251.24,7974809.86,7885543.86,7786405.0,970290.64,6633718.17,9633153.0,5951301.25,4048172.19,51959645.21
12/26/2018,8629480.0,6990507.0,2644871.27,3564378.0,5669377.0,7804058.0,6442417.64,7461631.0,4746337.39,53953057.3
1/21/2018,1894131.48,9835419.0,9694779.0,310513.26,5260760.0,5997090.0,6129800.0,1945905.65,1073771.62,42142170.01
1/12/2018,7192730.0,648755.7,8241051.0,7574917.0,309283.01,176476.47,5412549.35,2060453.14,4867937.0,36484152.67
9/29/2018,1463803.94,5694000.0,2314753.67,3711469.89,4700674.91,3465891.0,5487523.11,4922909.0,4215473.0,35976498.52
6/7/2018,1956145.16,5472101.0,9910974.0,2889172.81,8706309.0,5436227.0,7578182.0,6424678.0,4644658.24,53018447.21
3/27/2018,209188.59,5251916.0,4142826.13,4464990.88,4664201.13,9118227.0,567377.56,1017363.08,3171770.68,32607861.05
8/8/2018,182379.24,8608074.0,3393390.98,4608731.0,5116346.0,282764.85,1075937.0,6819227.0,4696392.0,34783242.07
11/5/2018,2804084.17,2983556.74,6897723.55,9329438.0,6122088.0,1345494.93,5386994.04,8539186.0,7943392.93,51351958.36
11/11/2018,5499122.17,6362941.0,3238931.12,4774313.0,536677.27,4229664.57,3106309.0,2357195.43,1843707.34,31948860.9
5/10/2018,2928462.05,5628825.0,5864793.0,9773982.0,584417.95,6058801.61,4589483.0,3869536.1,2943840.0,42242140.71
6/21/2018,355202.96,2324269.0,5050351.27,258595.11,2079346.0,7973256.0,2909268.19,8098243.8,491306.29,29539838.62
1/14/2018,880140.89,5074086.49,1029675.04,7879416.0,2994262.0,6142656.64,4271160.0,5883159.0,5371126.91,39525682.97
3/1/2018,5425421.3,1659029.94,3841039.22,3132806.0,5407009.5,8848637.0,1986168.76,6456762.0,5080005.0,41836878.72
1/21/2018,2096349.44,7506060.0,9742964.0,5439799.0,2486187.56,557410.84,4043417.86,7658527.0,9742662.0,49273377.7
10/30/2018,4789872.32,3144146.03,3219171.85,7428660.0,2500759.59,586180.07,6551898.73,9357179.0,4083846.24,41661713.83
1/5/2018,2817788.43,3799146.0,8847137.0,7226189.0,5472010.0,7427215.0,611358.7,2968348.88,6287575.0,45456768.01
7/26/2018,6999764.0,3465427.66,1508015.78,3168117.61,7445573.0,8129427.99,1801670.19,8770314.0,1026737.31,42315047.54
12/2/2018,1603711.35,859858.77,2834291.62,9488292.0,3470242.66,2895792.63,7914748.23,2597934.12,1301296.27,32966167.65
4/28/2018,7730706.0,1641440.5,8137515.97,4493421.37,3456833.97,6326192.0,1436090.42,5270221.0,4113301.0,42605722.23
6/3/2018,2283535.4,6302020.0,933871.5,4836752.24,2416331.29,6381949.0,5375963.53,5972876.01,11382.18,34514681.15
12/14/2018,6038718.0,1263339.24,2843825.0,3727092.45,8069103.94,529768.43,3469270.0,9979869.0,5964880.0,41885866.06
2/17/2018,272298.59,8274678.25,7105676.13,3478076.28,2196233.98,6818465.0,6224733.9,9565798.0,5111764.72,49047724.85
3/4/2018,457375.95,4371143.0,3623378.45,5388451.16,7256597.04,5460161.0,3509322.34,982099.19,6857957.33,37906485.46
1/15/2018,9673483.0,7378976.0,8171255.0,3666532.74,5678985.92,7115806.0,7061821.0,1051817.72,5548586.56,55347263.94
7/28/2018,5768612.0,4168678.0,496872.02,5525537.85,3285377.54,1856799.01,6846681.22,7150580.3,5182041.0,40281178.94
6/9/2018,5078639.0,7700283.79,1961961.84,5372411.79,2290947.0,259309.14,8557756.0,5528664.77,7137116.0,43887089.33
8/30/2018,4966207.32,3910483.1,8265369.75,8928056.0,8645052.0,9228401.0,8758874.0,1725476.58,8949660.0,63377579.75
11/13/2018,7157951.0,1367004.58,4352929.0,8691205.0,938999.2,1238868.65,7779924.66,6394735.0,3008904.25,40930521.34
10/25/2018,5117972.06,913077.7,2115428.28,6639167.84,8839093.0,9526220.0,2284683.81,8521133.0,785414.63,44742190.32
4/13/2018,9313680.0,3917514.08,821838.7,722839.18,7965442.0,1494481.59,1149767.15,6025279.0,6307823.89,37718665.59
5/20/2018,8462401.0,5670390.0,320276.82,6338835.0,4755250.43,9678392.0,5558293.0,460724.24,3250756.79,44495319.28
1/21/2018,7198266.0,9266911.0,6044131.66,6196398.91,3937233.0,7392750.0,2748957.69,5159857.1,1251532.62,49196037.98
1/1/2018,8894194.0,1173952.63,4478628.29,8414227.0,1321347.87,8600180.0,6537035.0,4821371.92,159416.7,44400353.41
8/11/2018,7694616.0,4385665.4,757357.78,2680795.57,1572519.0,318777.28,3362248.34,4949442.84,9145479.0,34866901.21
10/12/2018,2165083.97,2425424.78,7743549.0,1145125.46,8554436.0,1008433.32,3915762.0,1549345.21,8075128.44,36582288.18
1/29/2018,4649879.12,7333007.0,336416.5,3198811.25,3567447.77,7762488.0,3443299.26,26807.48,2782980.91,33101137.29
4/12/2018,5661727.83,5557984.0,5400438.63,6777208.0,9911422.0,9146665.0,1963477.0,4798919.0,3768825.85,52986667.31
12/7/2018,3360835.81,4911607.0,5258815.0,4553478.0,7173194.0,3495841.0,5684501.03,3387598.26,3968205.0,41794075.1
5/13/2018,5852761.24,9456093.0,221680.28,2117661.44,605187.65,4264519.0,8698715.0,5202809.0,5002147.18,41421573.79
12/19/2018,8634761.0,8860673.0,2793447.91,4613324.9,4238123.0,8403939.0,4605890.0,5149102.0,9119860.0,56419120.81
5/28/2018,4683599.29,1727820.16,7345412.0,9590827.0,1759943.43,9486729.0,7128469.14,9831131.0,2446352.07,54000283.09
2/5/2018,3221996.39,5358798.0,2531490.0,8920151.0,1288437.67,7777719.0,6116117.0,6203.31,9578043.0,44798955.37
2/20/2018,9410836.0,2954130.92,119967.53,7857814.0,6633515.65,8384635.0,5055784.0,6353126.93,3446658.36,50216468.39
9/9/2018,7880790.0,3061706.97,655762.14,2899030.0,3723074.0,9298176.0,3921358.0,4126354.74,2045160.16,37611412.01
11/26/2018,9711453.0,7649633.24,190093.32,1359871.97,1326906.64,7067830.49,7150676.31,3165408.0,615387.04,38237260.01
