date,inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,outflows_1,outflows_2,outflows_3,outflows_4,outflows_5
12/13/2018,6469621.05,6931361.0,9719375.0,1999358.34,4650863.0,1391052.92,1902624.84,8169906.0,98835.16,-3559509.0,-8316241.91,-208787.0,-458181.0,-7387077.62
3/22/2018,5950245.53,5334683.69,3157674.0,1971734.73,5054718.53,7706409.0,1779286.44,7012023.65,4572254.0,-9041784.0,-2542044.5,-6044473.36,-5344801.78,-9439858.0
4/4/2018,3585363.22,2070519.0,7688182.2,5653705.82,6736355.07,4415825.56,7860221.47,6731481.72,6745539.38,-4861318.0,-8360709.99,-7684819.0,-6713618.0,-4173891.0
6/15/2018,2562237.43,7015533.7,9042501.0,4943202.05,9561667.0,4428664.67,8064400.71,1473158.47,3756093.08,-455579.0,-6932679.0,-5781320.0,-487025.0,-3234669.0
8/13/2018,7297896.53,7218942.76,2472273.4,3971168.9,9294767.0,6973688.0,183461.91,8852109.0,7304923.0,-7237952.06,-6829353.0,-9664313.0,-2816884.0,-502812.0
10/12/2018,4331473.0,2218853.0,7760183.0,3403373.25,8742104.0,8571764.0,862359.13,8277022.0,5925210.0,-4395.0,-472686.0,-96929.0,-8104479.27,-5964546.0
10/25/2018,6809612.78,636927.3,5334116.12,7536433.65,5856171.0,6753622.0,183284.0,9417124.0,4925266.0,-535431.0,-5016364.0,-2937781.32,-8947754.0,-7294212.0
6/20/2018,9661175.0,1551132.45,9594515.0,8074910.0,5337317.0,2618272.91,96769.0,7135303.0,867140.59,-182914.0,-2172245.0,-7999476.0,-806797.0,-7254782.0
12/8/2018,9833227.0,9829991.0,7638405.34,4252117.89,7910399.13,9652176.0,3444003.9,4930008.0,4281158.46,-5273713.0,-3801861.0,-6510853.0,-1777982.0,-3734323.0
4/19/2018,7640979.0,7369736.93,5327810.41,221204.41,8179648.66,6572715.0,2075367.52,4155082.52,8047674.0,-3275817.0,-7975067.0,-475476.0,-9107908.0,-5939618.0
8/20/2018,3855461.1,7331135.0,9363136.0,6944825.0,9302842.0,2012344.77,2301913.0,7007404.99,9045681.0,-1180001.0,-3219533.0,-9087932.0,-9312923.0,-330557.0
6/17/2018,9223357.0,2610317.77,5915056.28,187870.92,8330007.0,7847160.0,9857547.0,7464656.0,4642668.21,-6901016.0,-1827855.0,-5116522.91,-2218961.04,-1354170.0
11/29/2018,3532244.83,3563085.97,2496111.93,8852319.0,6576698.0,9385856.0,4111622.42,9243007.0,771842.24,-723855.0,-318963.0,-8679090.0,-8963259.0,-5867413.84
7/29/2018,8802423.0,5943384.16,8356738.6,453486.0,5730458.0,6413709.26,6380797.69,4510472.0,4190743.0,-1903133.0,-3752047.59,-798354.0,-8150247.14,-805601.0
4/23/2018,644587.67,6211099.0,3650812.76,469808.55,5267416.81,9252653.0,6625941.49,1602654.91,1570111.1,-8843532.0,-9300630.0,-3138817.23,-2839393.9,-8539466.0
7/26/2018,9847942.0,7254226.07,5965705.0,4887081.34,7699853.0,119203.97,7723257.0,4471144.73,4963282.0,-1624138.38,-4803897.7,-2846077.91,-8447928.0,-3692169.35
2/6/2018,2722468.92,4139157.0,2542804.15,4265607.0,829605.0,2149633.28,4291483.0,8549041.0,5783078.0,-1885607.0,-7395997.0,-4816080.66,-3206872.0,-1892799.0
1/8/2018,2583288.01,776808.75,7054410.24,6351777.49,7883851.5,4424571.0,8372024.01,6307526.0,9699864.0,-4240594.0,-4650219.0,-1243053.0,-2344948.06,-7501771.0
1/25/2018,7167487.0,4745427.0,1432491.7,1831010.18,6915589.59,610873.68,8960898.0,9536040.0,6072893.0,-4906202.0,-8867505.0,-6192316.0,-5592431.57,-1740757.0
3/30/2018,8128048.36,7879763.17,6349480.0,2136879.8,1704837.81,8148115.0,1011869.25,8777329.0,6340704.98,-327880.0,-9022937.0,-4773919.39,-581585.0,-1907208.0
11/21/2018,5145935.0,8874380.0,6255660.35,933723.79,9388344.0,4871662.0,2508949.0,2367660.0,5936902.67,-2270715.51,-716584.0,-5508678.87,-93300.0,-1903770.61
9/22/2018,7901582.0,4238407.0,2374955.96,6256763.47,6010888.0,8331849.9,8115115.0,3247723.64,8762762.0,-4231544.27,-4850130.0,-9983025.0,-7223647.0,-5255065.6
2/12/2018,1707655.47,5101874.45,5218236.0,4207901.02,3144316.81,171201.48,2101195.47,9118113.0,8788277.0,-7927509.0,-7277316.0,-9978112.0,-9000521.0,-2428357.0
1/11/2018,820909.83,6639280.81,446233.24,2693592.0,3005519.71,9752221.0,5618527.4,3285619.03,7885261.41,-8236948.0,-8914181.0,-7784935.0,-2342651.0,-4012956.52
10/15/2018,5355859.0,6442900.0,3890889.38,7465100.06,3568670.15,2940144.73,7407229.0,8565623.0,4996910.0,-6001121.0,-498925.0,-2505706.0,-3811764.0,-6381827.0
12/28/2018,1834957.85,7055847.41,8703014.0,6642571.0,2853262.0,8298370.0,2692209.94,3125624.21,8431997.0,-2229968.0,-3580949.0,-785035.0,-3475477.16,-845276.0
9/15/2018,6891088.62,2558192.25,4023400.65,889650.42,8079973.0,3716499.02,1258024.78,5158458.84,408455.18,-271537.0,-2707796.0,-8954380.0,-6201584.0,-2551397.56
1/5/2018,7875962.0,9463104.0,1539641.76,6830890.0,2641971.32,4139464.91,309404.45,4516209.37,115697.15,-9449811.0,-2317188.92,-1094806.0,-1124299.0,-5684928.84
12/18/2018,5761032.77,8843382.0,9697860.0,4332395.18,5283381.0,9777812.0,7053095.0,9479987.0,977697.62,-1744356.7,-9767495.0,-5200144.07,-7316248.0,-1444865.0
3/25/2018,7168731.73,6448199.11,5656373.0,8508904.0,7466073.0,9645474.0,1821186.89,7475411.0,675823.07,-2085786.0,-4797499.0,-7796277.0,-4106935.04,-5185262.0
2/28/2018,8488429.0,6782196.07,2778557.49,4495737.39,690732.68,4473948.85,1395928.06,2336207.41,8393445.0,-5832215.0,-8617946.0,-9977094.0,-922051.0,-4938957.0
7/19/2018,9109401.0,1314680.2,5570438.0,9346790.0,4558891.0,7771134.0,3542535.73,1019308.99,7022850.0,-607771.0,-3171640.15,-4169426.0,-436767.0,-4090782.41
6/15/2018,5059635.0,3343194.81,4102157.0,6864178.0,9486081.0,5619900.0,5730982.93,4599932.21,4500236.0,-4762786.73,-6349909.02,-9183971.0,-7718674.0,-9208550.0
1/3/2018,1113396.7,7545234.68,6296084.0,8174856.0,5219677.79,6969420.76,8623893.0,6326556.0,155493.61,-2787927.92,-2206234.0,-7021336.0,-8689292.0,-5101799.0
9/21/2018,9120849.0,6090455.0,5402255.0,2042162.24,4706277.3,333031.66,4683749.3,93255.68,8162946.0,-6938179.0,-4248065.0,-4450724.81,-4330640.91,-9256540.0
7/19/2018,1612756.0,5329151.0,8663144.0,5048297.0,2868465.0,2372710.62,5203643.0,6702156.0,162195.48,-3779843.0,-3564527.63,-6274673.0,-2484985.21,-265622.0
9/24/2018,6652845.0,6867972.86,4458033.0,1476591.0,4220873.65,5409988.0,4448991.0,1199662.49,8849173.0,-5484969.41,-8165767.82,-5169671.0,-8396588.0,-6611253.0
3/27/2018,7978381.0,9041965.0,3814591.17,3313724.23,1670783.37,4335812.0,2377673.4,2728652.85,48525.87,-5466093.19,-6525646.0,-5652238.74,-9690818.0,-1246728.0
6/27/2018,7439326.66,3874871.0,605017.39,874751.98,9201785.0,4334084.42,7773273.0,660445.39,9708159.0,-6620904.0,-5466462.64,-8581563.0,-7884589.0,-6651265.61
10/22/2018,8034003.58,6437183.61,399672.27,9578170.0,8766609.0,4494970.0,8495499.0,6083096.73,7159296.0,-1318694.0,-534768.0,-36898.0,-2350543.0,-4618716.0
4/28/2018,5765903.92,8709024.0,9339613.0,3666951.72,890177.68,2489531.0,2247569.28,4679035.77,80775.18,-1266387.0,-2550902.25,-9031028.0,-6571140.08,-4483883.97
4/30/2018,4306195.0,8774860.0,840191.37,4264386.0,8644839.0,5698521.3,7524545.36,1468593.04,7537570.0,-4522865.0,-5765467.0,-5829087.0,-6609037.0,-6214104.0
5/8/2018,4747678.06,8911139.0,3125696.53,1771229.0,7638486.75,6809657.58,8984044.0,3424876.75,2227593.87,-8899132.0,-6468820.0,-2665730.0,-1352066.0,-7722236.0
5/30/2018,9174315.0,3493813.0,2028289.07,2334513.51,194897.93,5506547.0,9857565.0,4490266.74,681761.46,-1602069.0,-1168370.0,-9201711.0,-5612262.94,-985002.0
9/26/2018,4223794.84,9201066.0,3592606.0,4961230.86,9698497.0,239494.79,5701284.0,7419258.42,3799237.51,-4595730.0,-7619604.0,-2186669.0,-8988848.0,-8942746.0
7/6/2018,4734886.0,8656958.0,2595957.24,752732.78,4803865.0,8469698.0,2419445.44,7862866.78,1880537.92,-5394615.32,-7010161.76,-9518715.0,-76748.0,-6624771.0
2/13/2018,9199893.0,4613620.91,1312945.2,4132940.36,2952941.67,4876.78,7760489.0,960819.55,9813627.0,-4858701.32,-6065719.12,-1479861.0,-414475.0,-27627.0
9/19/2018,1473448.0,7950212.0,8301499.48,8544398.0,5657979.0,8337916.55,8091585.55,5592001.1,8621322.0,-1893039.0,-8776868.0,-205264.0,-7344747.0,-7811521.31
5/2/2018,2806712.04,5347701.0,9410790.0,1902355.23,6478276.36,8338830.11,7954728.0,9839230.0,2080605.0,-1145600.0,-1737442.0,-9079509.0,-2303068.0,-5121388.38
6/20/2018,3690138.94,4480047.02,6871060.65,201417.0,4897922.83,4401249.0,4491482.0,257252.18,4106730.93,-5611385.0,-1184900.0,-1633153.0,-1199156.0,-348149.0
5/5/2018,1752789.47,7093636.06,5866178.7,6990366.0,3436298.82,6689224.0,229960.0,1969243.0,1016488.3,-6219667.0,-7132687.0,-764439.0,-4524361.0,-1517321.0
1/10/2018,7938655.0,7158993.0,348546.99,673384.77,2221949.57,5528728.0,4601279.0,3568671.67,2555230.11,-1427543.0,-2365796.07,-5837323.0,-4396808.0,-9104303.0
8/25/2018,453723.78,1692094.28,3809428.98,3681408.0,7432509.83,2346621.0,6636591.81,2893218.96,4365822.0,-1796593.39,-988614.0,-7021508.99,-3123532.92,-1245328.0
11/16/2018,1024112.8,5650328.0,5859704.01,1774810.28,6032931.28,5677676.0,1393778.0,3174670.99,7440108.39,-5083475.0,-5122997.0,-7266378.0,-6812297.0,-7060157.0
2/18/2018,6065746.0,7002612.03,5208977.47,176398.09,763450.85,48170.47,5409653.0,1089514.9,8884819.0,-3591935.31,-4618215.91,-4539725.0,-7421368.37,-6834793.0
9/19/2018,2179797.74,1325268.19,6701574.71,1674243.83,3109446.0,2813410.7,9424743.0,7472928.0,8661925.0,-2195027.83,-4002807.0,-5848112.0,-9928348.0,-8072420.0
5/9/2018,9058325.0,622071.67,8151880.0,955333.94,1993782.61,1547831.56,3193529.09,1662400.0,6072727.83,-7017605.11,-5491010.31,-6105532.0,-6816515.0,-3355373.0
12/28/2018,6851069.0,6605359.0,577147.71,4472898.0,5895121.06,252312.3,4428200.0,2507747.7,7785219.17,-5235684.0,-3536469.0,-885705.0,-1154409.0,-8325904.0
9/5/2018,8212875.0,5665009.17,1931621.62,8510681.0,4740515.17,9017107.0,1390182.62,8445637.0,9755975.0,-4427015.14,-3632037.0,-1210884.0,-7378909.0,-1589363.0
10/10/2018,5644567.0,359166.41,4856311.73,2122763.67,8425682.0,6465844.08,9839166.0,9343969.0,7228314.0,-2388771.35,-3914392.0,-8012797.0,-7021770.0,-2147086.0
5/19/2018,7915994.92,397996.93,9414964.0,8753722.0,813782.75,7165570.35,5839358.53,2669471.76,5908554.34,-6862820.0,-613207.0,-72527.0,-5094761.0,-4943785.0
6/12/2018,6714044.0,7517739.0,6694435.0,4078996.0,1236940.7,7948112.32,6241287.0,9321899.0,3768538.0,-1176077.0,-9415947.0,-2287909.0,-90946.0,-6481446.0
7/18/2018,4398293.01,151370.19,1605093.04,9604887.0,4610428.0,8334019.9,236172.05,4883765.35,8852634.0,-1826920.0,-2568639.0,-5276480.16,-1877254.39,-4879524.68
9/17/2018,6233334.99,5471852.48,7153553.54,6019132.0,6288457.0,8257812.0,7230710.53,5885211.09,5043162.68,-751532.0,-9954976.0,-9105813.0,-1888434.86,-71058.0
1/8/2018,3077205.68,5702709.0,9624644.0,6073643.0,5789992.53,300905.34,8126760.89,8618244.0,8145539.0,-2256407.0,-5047671.0,-586984.0,-768336.0,-1551703.0
2/16/2018,1345941.64,1686058.94,2648520.92,5801623.57,6483883.16,9096549.0,6313617.0,9771004.0,3863867.22,-3001698.0,-1060877.0,-6920581.63,-174444.0,-6764076.0
4/29/2018,8872240.0,1573710.85,5087185.0,2017736.6,7572779.62,1664785.9,9496417.0,7323066.0,7281433.0,-5819851.32,-4222064.0,-2891119.75,-9411299.0,-6669200.0
9/10/2018,1349682.36,9861211.0,7811487.29,2327099.0,770001.81,3115350.63,1390031.28,1650839.02,6196135.0,-1548851.0,-8942142.0,-380742.0,-1441266.0,-3587595.51
4/30/2018,3438138.83,4359036.97,5628018.0,6590473.0,1602440.61,4802391.0,1206874.24,2799747.0,695210.22,-7729087.0,-6121542.0,-5887558.0,-2502399.0,-6349243.1
1/3/2018,2456117.0,3186006.34,3210595.89,713930.49,5111665.43,3497744.14,904583.1,3498399.0,3690738.7,-4479943.0,-7647943.4,-5330733.26,-6982944.0,-2200429.0
7/8/2018,8841846.0,7039011.0,8051721.0,983159.12,6313630.0,457861.0,8679827.0,2556301.65,5123253.17,-3787721.0,-3698885.47,-3370448.95,-6285854.0,-9199573.0
6/13/2018,4599363.0,4903402.41,9601489.0,229170.84,2677848.92,7660244.4,3953053.69,4502085.0,1866089.0,-2025356.0,-8260189.02,-8307332.41,-6785762.0,-7684894.08
2/3/2018,2023648.01,4282986.0,6499330.0,1808921.16,2986246.31,3916930.78,2814263.0,7259169.14,6496176.0,-3520541.8,-5363481.57,-8033599.16,-3256769.0,-9386204.0
3/20/2018,2975650.07,7756168.28,1228160.84,5828302.99,1111127.14,5408440.71,770837.84,3196886.0,2221698.0,-4099805.0,-9282545.0,-831147.0,-5527600.26,-9729987.0
12/10/2018,989979.38,7265848.0,7793096.0,8447647.0,2599464.13,5057024.88,9026034.0,1232151.27,8462272.0,-4170321.73,-8025592.0,-6212738.0,-3010309.0,-7625016.0
4/15/2018,5578069.0,7591600.12,6334234.0,9363132.0,640477.45,2846775.22,5208035.0,5627011.0,2278003.67,-4601157.6,-2231506.59,-9047757.0,-5749297.86,-114514.0
4/3/2018,1223452.65,685068.22,8989405.0,2886633.59,9861180.0,4525646.27,9274877.0,5925993.0,5025251.96,-3633024.27,-9050609.0,-3064418.0,-5088528.24,-212623.0
10/23/2018,9149448.0,7809214.61,3698458.19,2807701.47,9777439.0,2471546.0,4059157.78,3688244.0,5460344.0,-7569244.0,-793630.0,-2662994.0,-8251263.0,-5693429.0
1/13/2018,8353932.96,3239235.68,8724298.0,3923105.8,1424465.3,9806003.0,2805675.48,7998015.0,6215083.0,-785543.0,-1444060.0,-3876633.0,-6781570.0,-1314595.0
5/3/2018,2452086.11,8054471.0,1894371.17,328381.3,9536316.0,6837957.0,4183045.75,7825593.0,7579075.49,-5857629.04,-4735490.0,-1121809.0,-8129221.82,-2449907.0
9/27/2018,1396154.67,3431414.23,4233232.48,7601751.04,4954632.0,2438194.16,9726070.0,1870686.33,9245364.0,-6049591.36,-3327325.47,-8995419.0,-1671902.22,-8982272.0
12/14/2018,3790983.0,232288.44,2443768.23,6338816.04,3127032.74,6099774.49,4358588.0,8774751.0,8063893.0,-2345776.79,-7573021.23,-113244.0,-2605445.24,-7381200.0
11/1/2018,7338753.0,6549012.38,2867494.51,6691600.0,8767392.0,9488916.0,9700825.0,6832304.73,6463939.98,-1565910.0,-7195169.11,-909473.0,-8093271.0,-1418594.0
10/9/2018,2092301.5,5853062.0,9877137.0,1832732.33,1262698.06,5714994.0,2845321.61,3014097.0,6748057.0,-2025253.0,-3519382.66,-7056857.62,-6767585.42,-692338.0
6/9/2018,5478117.02,330547.0,3858694.78,9544637.0,4854506.0,2776123.92,1682518.91,5455806.0,6680910.0,-245024.0,-5277780.0,-741799.0,-7934021.0,-9887312.0
10/10/2018,7140878.18,3277471.0,6349711.43,9920805.0,7632158.21,4888557.58,8903317.0,4121151.0,2145534.0,-2940667.53,-2250783.0,-130360.0,-4976114.0,-9369104.0
12/8/2018,4266364.0,2152427.71,4138143.74,8540905.0,3268685.83,1636328.0,9664329.0,4369155.41,5921825.76,-3580689.7,-8574969.0,-1974497.0,-3835311.25,-7419140.0
12/3/2018,9118465.0,8624915.0,1879216.11,4978220.03,5653788.23,2358381.31,1141551.97,7989806.05,1944051.79,-2458030.0,-1761579.98,-3757208.0,-1030931.0,-4733093.0
2/10/2018,2437211.45,8872330.0,3383397.8,5521502.0,6498276.0,9623827.0,5665375.4,9628523.0,6664839.61,-8224458.0,-1899888.13,-528924.0,-2523024.42,-9115883.0
12/3/2018,11704.16,9859353.0,3350382.55,4475882.0,8517681.0,2857756.55,1154163.71,1201528.49,8751764.0,-8657853.0,-9321142.0,-9158397.0,-5279291.0,-55403.0
11/5/2018,1377500.43,9741334.0,3571072.56,5786273.0,4865277.0,9435314.0,7385768.0,9883877.0,5575371.37,-7431137.0,-9541871.0,-9172160.0,-122275.0,-1018364.0
3/25/2018,2235060.96,9398279.0,9269966.0,5003779.17,8709699.0,2861655.0,2652556.06,3639763.04,7963741.0,-4769664.44,-1078133.0,-9788875.0,-6871153.0,-9830502.0
2/15/2018,2937571.78,9030655.0,2058738.71,6283980.93,8336683.0,520076.3,743544.21,8794879.0,1382664.52,-5077676.0,-9451669.0,-995036.0,-8229082.64,-8089474.0
12/13/2018,5749607.0,5557704.0,8394747.0,1166084.29,6267191.18,3426473.29,9248460.0,3619136.47,7299568.75,-5474092.0,-8982182.0,-295057.0,-8225542.0,-6699668.0
1/1/2018,2900939.62,441568.1,4594365.0,6683170.78,7236979.65,8283440.14,2615844.27,4423356.93,9065709.0,-6461163.43,-8298474.21,-69485.0,-5051614.0,-8216920.0
10/19/2018,6952963.0,4769168.0,707789.58,1336224.6,9754843.0,82601.25,8345872.0,6783422.03,7221669.0,-6494320.65,-4383675.0,-9357158.0,-8293091.0,-6985272.67
2/7/2018,5609837.0,8387080.0,9414724.0,7122526.42,2327675.08,3267955.84,1311483.38,5309385.6,9246722.0,-5279233.0,-9834497.0,-3463603.5,-3816373.0,-1632891.67
9/29/2018,5198545.0,2129373.55,1827685.65,5976954.41,8172421.82,975492.0,2853905.47,1843998.27,9782547.0,-1659498.0,-8475655.0,-7990078.0,-5512613.47,-3754913.0
12/16/2018,614620.74,2128251.7,561600.34,1126186.0,2679304.46,8473182.0,2771927.6,337066.16,2595212.99,-9490608.0,-9226504.0,-9856404.0,-9499473.0,-1518388.0
8/12/2018,6654787.0,9081062.0,8164884.09,5874686.0,1553553.02,4004882.83,8992944.0,9451432.0,4834885.35,-5020829.93,-9578764.0,-6808563.0,-1505996.0,-1803053.44
11/29/2018,1765432.21,4288252.37,8076762.83,6963514.0,1620823.41,4580653.0,3016433.41,6243921.0,4213673.0,-7730422.0,-9494982.0,-7302204.0,-476546.0,-9696878.0
9/16/2018,6468933.09,7779899.33,1816903.0,1198576.53,1261213.61,645373.7,6712292.0,7111625.48,3117130.7,-6455356.0,-4364776.0,-9740464.0,-7546002.0,-1016597.0
5/25/2018,9263267.0,6815245.38,2478608.0,3988300.88,2029414.88,6023267.99,7711671.03,2942233.63,4181237.07,-5725189.0,-203838.0,-4165284.0,-8748602.0,-7747093.0
5/3/2018,4630477.41,969404.0,2178459.0,4081551.18,4812991.0,9583094.0,2242872.0,2350868.0,8848007.0,-154974.0,-4683687.0,-5589372.0,-8851799.0,-3274112.31
12/18/2018,9615978.0,1228727.52,7533118.06,5266260.21,6253300.54,5591715.0,1288407.44,9072375.0,1036835.0,-4059161.47,-9726205.0,-9944869.0,-7210839.0,-7740086.72
4/16/2018,5025353.32,7281785.69,6247303.97,3766469.0,7826799.0,9478146.0,9363454.0,7619857.2,3848493.27,-6818719.0,-1877465.0,-2315450.0,-1894215.38,-9063360.0
2/11/2018,1060595.95,8485563.0,2232226.61,4154188.86,5894560.41,2431715.86,4418685.0,4422561.8,3546617.43,-2769507.0,-3518046.63,-9989459.0,-3249724.93,-3564289.0
7/20/2018,2649173.64,7351656.03,922843.39,4683570.0,104673.05,9617847.0,8308596.0,1927850.0,8710455.0,-263633.0,-6085278.0,-6079404.0,-2799136.0,-465039.0
12/28/2018,7434552.0,9622015.0,9897432.0,7703694.56,6819850.0,6429457.0,462375.98,245641.44,2796982.62,-6887573.0,-394728.0,-2062229.0,-6620632.0,-5838389.0
9/28/2018,8237006.82,1037663.0,5080164.53,2094484.42,8596107.0,7535.63,2485756.0,4162833.87,3450457.98,-7554291.66,-7010455.0,-2782634.0,-8005102.0,-7824061.58
8/2/2018,2921219.0,3780713.0,1806617.52,7489207.0,8626047.0,9685369.0,568822.55,6145162.0,374041.06,-4004588.0,-216914.0,-728508.0,-8010576.0,-1743548.0
11/28/2018,3625215.78,4380979.0,1871.93,5249528.0,2154111.76,8787918.0,9105136.0,2332892.04,8602980.0,-9480195.0,-7377249.78,-9590358.0,-6501033.0,-7370318.0
9/27/2018,7648970.77,4191896.14,7568451.0,3814834.0,9593741.0,3279939.91,7504031.0,7630388.96,6327708.0,-5980393.0,-197406.0,-4436184.88,-834840.0,-7584442.0
1/10/2018,6170515.55,5837472.54,3964716.04,1745195.94,1575527.12,3553251.01,9058511.0,5553951.0,2169370.98,-3958694.0,-2819781.0,-7668769.0,-1141228.0,-1314451.0
6/27/2018,6235126.35,6038820.58,9617582.0,3331807.77,8134269.53,9111312.0,6735955.73,5909155.0,5521236.0,-843348.0,-2885652.82,-7921087.0,-6706901.0,-891757.0
5/25/2018,1667918.42,4813769.2,100309.3,1612825.0,816709.37,4380274.75,2457114.17,431750.87,5109677.64,-9288988.0,-5374774.3,-154216.0,-5853273.0,-8159722.0
10/22/2018,3962424.6,1345919.9,68630.12,7980383.93,9263710.0,6498364.0,2911514.33,1774739.0,5715335.0,-8124181.0,-1051882.0,-588997.0,-7331330.0,-9097195.0
7/4/2018,2865684.14,7300232.89,5021694.5,5638685.8,325240.69,9469168.0,4788483.0,9500278.0,9908655.0,-7192757.0,-8563650.0,-8680213.0,-1543647.0,-2846760.81
3/24/2018,8831995.0,2027201.73,1698694.5,1987432.14,184154.99,5626527.03,3027819.36,8298497.0,2035715.26,-541508.0,-2684301.0,-4930001.0,-8813406.0,-8639067.0
3/26/2018,8109932.0,7747730.0,8433855.0,6212668.0,4985445.21,9446312.0,6086864.0,339914.83,560604.83,-4408230.39,-3575137.0,-981838.0,-1566656.0,-7902174.0
